Timestamp,FromAccount,ToAccount,Amount Received,Receiving Currency,Amount Paid,Payment Currency,suspected_money_laundering_involvement
10-09-2022 0.03,803A0A100,813AC85E0,127.27,US Dollar,127.27,US Dollar,
10-09-2022 0.14,803A295C0,80441B350,1.17,US Dollar,1.17,US Dollar,
10-09-2022 0.08,803A26CD0,80AE8A5F0,128.63,US Dollar,128.63,US Dollar,
10-09-2022 0.14,803A36950,8111C8D90,43.86,US Dollar,43.86,US Dollar,
10-09-2022 0.27,803A38840,807A81780,21.48,US Dollar,21.48,US Dollar,
10-09-2022 0.21,803A5CB20,804867A50,108.11,US Dollar,108.11,US Dollar,
10-09-2022 0.18,803A5D800,80E051910,189.72,US Dollar,189.72,US Dollar,
10-09-2022 0.18,803A63DD0,80F95C3D0,28.61,US Dollar,28.61,US Dollar,
10-09-2022 0.17,803A91480,804FBF0E0,78.35,US Dollar,78.35,US Dollar,
10-09-2022 0.07,803AC50F0,80D2FF580,114.44,US Dollar,114.44,US Dollar,
10-09-2022 0.14,803ADEDD0,805224D10,34.47,US Dollar,34.47,US Dollar,
10-09-2022 0.24,8005F54B0,803AE18E0,247.51,US Dollar,247.51,US Dollar,
10-09-2022 0.02,8005F54B0,803AE18E0,279.74,US Dollar,279.74,US Dollar,
10-09-2022 0.10,803AE33F0,813035CE0,12.74,US Dollar,12.74,US Dollar,
10-09-2022 0.05,800F9AFC0,803AE6DD0,122.84,US Dollar,122.84,US Dollar,
10-09-2022 0.10,800F9AFC0,803AE6DD0,975.12,US Dollar,975.12,US Dollar,
10-09-2022 0.22,803AE1E20,80FEAEBF0,7.4,US Dollar,7.4,US Dollar,
10-09-2022 0.15,803ADC160,801F78AA0,96.17,US Dollar,96.17,US Dollar,
10-09-2022 0.23,800AC78F0,803AF7980,880.63,US Dollar,880.63,US Dollar,
10-09-2022 0.19,800AC78F0,803AF7980,988.94,US Dollar,988.94,US Dollar,
10-09-2022 0.16,800AC78F0,803AF7980,15.52,US Dollar,15.52,US Dollar,
10-09-2022 0.28,803AF7740,80C2A2230,1.36,US Dollar,1.36,US Dollar,
10-09-2022 0.12,80266C6F0,803BB2380,170513.2,US Dollar,170513.2,US Dollar,
10-09-2022 0.24,803BDD920,80A268990,4.52,US Dollar,4.52,US Dollar,
10-09-2022 0.16,803BDDC60,80A268DC0,52.45,US Dollar,52.45,US Dollar,
10-09-2022 0.03,803BE35D0,803BE3580,1649.98,US Dollar,1649.98,US Dollar,
10-09-2022 0.22,803BE3670,803BE3580,2454.63,US Dollar,2454.63,US Dollar,
10-09-2022 0.21,802013D90,803BE76B0,1805.89,US Dollar,1805.89,US Dollar,
10-09-2022 0.15,802013D90,803BE76B0,698.7,US Dollar,698.7,US Dollar,
10-09-2022 0.07,803BDF1C0,80DB5F400,144.72,US Dollar,144.72,US Dollar,
10-09-2022 0.16,803BE2240,80B9B13B0,39.99,US Dollar,39.99,US Dollar,
10-09-2022 0.02,803BED260,80B9B13B0,183.49,US Dollar,183.49,US Dollar,
10-09-2022 0.03,803BF3B90,80B9B13B0,36.06,US Dollar,36.06,US Dollar,
10-09-2022 0.23,803C1A7B0,80C0DA190,194.32,US Dollar,194.32,US Dollar,
10-09-2022 0.03,803C1EB90,8131BDB10,71.42,US Dollar,71.42,US Dollar,
10-09-2022 0.22,803C210A0,8053960D0,2.11,US Dollar,2.11,US Dollar,
10-09-2022 0.04,803C225D0,8131BDB10,0.79,US Dollar,0.79,US Dollar,
10-09-2022 0.25,803C259E0,8138F9340,16.24,US Dollar,16.24,US Dollar,
10-09-2022 0.21,803C6BA10,8069A4720,16.33,US Dollar,16.33,US Dollar,
10-09-2022 0.09,803C6CB80,80373FC80,24.22,US Dollar,24.22,US Dollar,
10-09-2022 0.22,803C6E690,803722160,147.69,US Dollar,147.69,US Dollar,
10-09-2022 0.24,803C72E70,80C3F08B0,158.79,US Dollar,158.79,US Dollar,
10-09-2022 0.17,803C7F1E0,804CB61C0,41.46,US Dollar,41.46,US Dollar,
10-09-2022 0.27,803C84E40,8061E4E40,9.85,US Dollar,9.85,US Dollar,
10-09-2022 0.27,803C662C0,80E656870,26.2,US Dollar,26.2,US Dollar,
10-09-2022 0.13,803C677F0,80117C8E0,3.91,US Dollar,3.91,US Dollar,
10-09-2022 0.00,803C869B0,80100D7C0,178.83,US Dollar,178.83,US Dollar,
10-09-2022 0.19,803C8D290,80E24B8B0,98.56,US Dollar,98.56,US Dollar,
10-09-2022 0.19,803C650B0,80735D970,45.33,US Dollar,45.33,US Dollar,
10-09-2022 0.13,803C65380,803C65380,312.89,Euro,366.64,US Dollar,
10-09-2022 0.13,803C65380,80E68ECF0,312.89,Euro,312.89,Euro,
10-09-2022 0.24,803CA0610,80A127510,103.21,US Dollar,103.21,US Dollar,
10-09-2022 0.27,803CA54C0,80E3DF240,216.82,US Dollar,216.82,US Dollar,
10-09-2022 0.22,803CA51B0,801009F90,1.24,US Dollar,1.24,US Dollar,
10-09-2022 0.04,8037F8DD0,803CBB460,212.7,US Dollar,212.7,US Dollar,
10-09-2022 0.02,8037F8DD0,803CBB460,42.4,US Dollar,42.4,US Dollar,
10-09-2022 0.06,8037F8DD0,803CBB460,5.42,US Dollar,5.42,US Dollar,
10-09-2022 0.04,803CA6390,8038312A0,90.81,US Dollar,90.81,US Dollar,
10-09-2022 0.14,8021DB0B0,8064D2210,3.97,US Dollar,3.97,US Dollar,
10-09-2022 0.28,803CACC30,8064D2210,48.32,US Dollar,48.32,US Dollar,
10-09-2022 0.06,803CB0520,80DAE9CE0,25.97,US Dollar,25.97,US Dollar,
10-09-2022 0.27,803CB8180,8064D2210,4.12,US Dollar,4.12,US Dollar,
10-09-2022 0.03,803CBF3B0,8070C2A80,16.32,US Dollar,16.32,US Dollar,
10-09-2022 0.18,803CCB150,806840510,45.53,US Dollar,45.53,US Dollar,
10-09-2022 0.22,803D38720,80E040C50,9.08,US Dollar,9.08,US Dollar,
10-09-2022 0.16,803D38B30,8032E9740,3.29,US Dollar,3.29,US Dollar,
10-09-2022 0.17,803D46E50,80C11C390,3.04,US Dollar,3.04,US Dollar,
10-09-2022 0.04,803D5B250,80D189890,25.42,US Dollar,25.42,US Dollar,
10-09-2022 0.21,803D5B340,80D189980,146.33,US Dollar,146.33,US Dollar,
10-09-2022 0.20,803D69260,80E056C90,982.84,US Dollar,982.84,US Dollar,
10-09-2022 0.22,803D60F50,80C2598A0,3.56,US Dollar,3.56,US Dollar,
10-09-2022 0.24,802750EC0,80360F930,244.77,US Dollar,244.77,US Dollar,
10-09-2022 0.25,802750EC0,80360F930,145.79,US Dollar,145.79,US Dollar,
10-09-2022 0.07,803D55080,81329EB20,2.7,US Dollar,2.7,US Dollar,
10-09-2022 0.06,803D58860,81329EB20,19.24,US Dollar,19.24,US Dollar,
10-09-2022 0.10,803D789F0,807544870,102.99,US Dollar,102.99,US Dollar,
10-09-2022 0.05,803D78D10,80AAD63B0,23.8,US Dollar,23.8,US Dollar,
10-09-2022 0.22,8001580D0,803DC6910,30.8,US Dollar,30.8,US Dollar,
10-09-2022 0.08,8001580D0,803DC6910,142.21,US Dollar,142.21,US Dollar,
10-09-2022 0.11,803DC64F0,8008ABA10,2281.35,US Dollar,2281.35,US Dollar,
10-09-2022 0.07,803E1D6C0,80BE364F0,176.02,US Dollar,176.02,US Dollar,
10-09-2022 0.00,803E35500,8006D0F00,63.94,US Dollar,63.94,US Dollar,
10-09-2022 0.20,803E3D1E0,801629F00,20.67,US Dollar,20.67,US Dollar,
10-09-2022 0.26,803E434B0,80CF56FA0,90.49,US Dollar,90.49,US Dollar,
10-09-2022 0.01,803E44DE0,8010D9BD0,85.26,US Dollar,85.26,US Dollar,
10-09-2022 0.04,803E3DB90,807D99BC0,11.7,US Dollar,11.7,US Dollar,
10-09-2022 0.12,803E80C10,801252380,82.51,US Dollar,82.51,US Dollar,
10-09-2022 0.08,803E9B240,807783210,180.0,US Dollar,180.0,US Dollar,
10-09-2022 0.24,803F027E0,805712E70,4.05,US Dollar,4.05,US Dollar,
10-09-2022 0.27,803F0A8C0,8031B4750,23.51,US Dollar,23.51,US Dollar,
10-09-2022 0.06,803F0ED50,804079A20,81.32,US Dollar,81.32,US Dollar,
10-09-2022 0.14,804000570,8017228B0,54.07,US Dollar,54.07,US Dollar,
10-09-2022 0.25,804001730,80B6152F0,0.67,US Dollar,0.67,US Dollar,
10-09-2022 0.06,804006D70,80B9BA4B0,71.18,US Dollar,71.18,US Dollar,
10-09-2022 0.21,804007950,80B9BA4B0,23.0,US Dollar,23.0,US Dollar,
10-09-2022 0.15,80400E7F0,808665EF0,139.11,US Dollar,139.11,US Dollar,
10-09-2022 0.03,804021F00,80D952100,41.16,US Dollar,41.16,US Dollar,
10-09-2022 0.26,804018220,80D166B20,16.34,US Dollar,16.34,US Dollar,
10-09-2022 0.03,804018450,80FECAB20,2.61,US Dollar,2.61,US Dollar,
10-09-2022 0.15,804022DB0,80E6B39A0,23.11,US Dollar,23.11,US Dollar,
10-09-2022 0.25,804016590,803177F80,104.97,US Dollar,104.97,US Dollar,
10-09-2022 0.14,804027990,810437D50,14.53,US Dollar,14.53,US Dollar,
10-09-2022 0.19,804075760,8120E1E90,4.22,US Dollar,4.22,US Dollar,
10-09-2022 0.04,100428660,8040A89F0,1217.39,US Dollar,1217.39,US Dollar,
10-09-2022 0.29,100428660,8040A89F0,1031.61,US Dollar,1031.61,US Dollar,
10-09-2022 0.18,100428660,8040A89F0,204.32,US Dollar,204.32,US Dollar,
10-09-2022 0.14,8040BB580,807C9EBF0,158.88,US Dollar,158.88,US Dollar,
10-09-2022 0.17,8040DB6D0,811F50810,124.32,US Dollar,124.32,US Dollar,
10-09-2022 0.10,800A9C790,804122710,137.87,US Dollar,137.87,US Dollar,
10-09-2022 0.10,800A9C790,804122710,84.43,US Dollar,84.43,US Dollar,
10-09-2022 0.24,80416A7D0,80DFF9910,781.65,US Dollar,781.65,US Dollar,
10-09-2022 0.05,8041688B0,8037BCBE0,8.62,US Dollar,8.62,US Dollar,
10-09-2022 0.10,804168950,8084EDA70,10.09,US Dollar,10.09,US Dollar,
10-09-2022 0.18,8037933B0,80418DCD0,41.35,US Dollar,41.35,US Dollar,
10-09-2022 0.17,8037933B0,80418DCD0,2.44,US Dollar,2.44,US Dollar,
10-09-2022 0.11,804193AA0,8016BA970,35.45,US Dollar,35.45,US Dollar,
10-09-2022 0.26,8041B3160,80BFE0470,95.84,US Dollar,95.84,US Dollar,
10-09-2022 0.13,800EE7B80,80091B2A0,127.43,US Dollar,127.43,US Dollar,
10-09-2022 0.15,8041B8A40,811A0B060,29.86,US Dollar,29.86,US Dollar,
10-09-2022 0.04,800199240,8041BD6D0,133805.47,US Dollar,133805.47,US Dollar,
10-09-2022 0.08,800199240,8041BD6D0,57750.73,US Dollar,57750.73,US Dollar,
10-09-2022 0.09,8041C1790,80D186BC0,342.44,US Dollar,342.44,US Dollar,
10-09-2022 0.22,8041CFDF0,813AD4460,22.18,US Dollar,22.18,US Dollar,
10-09-2022 0.15,8041D5740,8004D9E80,3.32,US Dollar,3.32,US Dollar,
10-09-2022 0.03,8041E9210,80EC5D5D0,16.33,US Dollar,16.33,US Dollar,
10-09-2022 0.01,8041EDF10,80F029F30,138.83,US Dollar,138.83,US Dollar,
10-09-2022 0.29,8041F5630,81322B3E0,37.55,US Dollar,37.55,US Dollar,
10-09-2022 0.21,8041F5380,80C643B40,20.35,US Dollar,20.35,US Dollar,
10-09-2022 0.26,8041FFC50,8066FCAF0,7.23,US Dollar,7.23,US Dollar,
10-09-2022 0.24,8041FE450,80C250BD0,3.91,US Dollar,3.91,US Dollar,
10-09-2022 0.11,804200C30,80FE9A6D0,140.89,US Dollar,140.89,US Dollar,
10-09-2022 0.05,804201180,812F21290,14.73,US Dollar,14.73,US Dollar,
10-09-2022 0.09,804211B00,80C7558D0,1.79,US Dollar,1.79,US Dollar,
10-09-2022 0.00,80419C560,80AAF8A80,24.32,US Dollar,24.32,US Dollar,
10-09-2022 0.19,8041A0AC0,8055D6640,5.8,US Dollar,5.8,US Dollar,
10-09-2022 0.04,8041A42C0,8055D6640,74.65,US Dollar,74.65,US Dollar,
10-09-2022 0.28,80421E380,80A635BB0,911.34,US Dollar,911.34,US Dollar,
10-09-2022 0.22,8042269F0,811F9DC60,214.43,US Dollar,214.43,US Dollar,
10-09-2022 0.27,8000F49E0,804237A50,3410.89,US Dollar,3410.89,US Dollar,
10-09-2022 0.06,8000F49E0,804237A50,917.2,US Dollar,917.2,US Dollar,
10-09-2022 0.15,80424EE90,809DFE050,32.99,US Dollar,32.99,US Dollar,
10-09-2022 0.18,8042635D0,800F58220,28.49,US Dollar,28.49,US Dollar,
10-09-2022 0.01,804264A40,802101510,3.39,US Dollar,3.39,US Dollar,
10-09-2022 0.05,801601490,804275370,4710771.53,US Dollar,4710771.53,US Dollar,
10-09-2022 0.16,801601490,804275370,26544.57,US Dollar,26544.57,US Dollar,
10-09-2022 0.16,801601490,804275370,6943251.18,US Dollar,6943251.18,US Dollar,
10-09-2022 0.29,801B795D0,804279BF0,291.48,US Dollar,291.48,US Dollar,
10-09-2022 0.04,801B795D0,804279BF0,586.92,US Dollar,586.92,US Dollar,
10-09-2022 0.09,801B795D0,804279BF0,41.42,US Dollar,41.42,US Dollar,
10-09-2022 0.11,80427C2C0,8066A8C00,8.64,US Dollar,8.64,US Dollar,
10-09-2022 0.06,8042877F0,80A401530,74.77,US Dollar,74.77,US Dollar,
10-09-2022 0.21,804288A00,800A2B060,4.44,US Dollar,4.44,US Dollar,
10-09-2022 0.10,80428E180,80330CA10,89.7,US Dollar,89.7,US Dollar,
10-09-2022 0.16,8042943C0,8146DC9E0,64.04,US Dollar,64.04,US Dollar,
10-09-2022 0.11,804277460,8049D0990,173.43,US Dollar,173.43,US Dollar,
10-09-2022 0.21,80427FE00,8126070E0,122.4,US Dollar,122.4,US Dollar,
10-09-2022 0.07,80428F590,809C13770,15.24,US Dollar,15.24,US Dollar,
10-09-2022 0.13,804290690,8126070E0,37.9,US Dollar,37.9,US Dollar,
10-09-2022 0.28,804297880,80624A240,5.81,US Dollar,5.81,US Dollar,
10-09-2022 0.04,80429BFE0,806783040,269.28,US Dollar,269.28,US Dollar,
10-09-2022 0.25,80426BBB0,800696660,16.55,US Dollar,16.55,US Dollar,
10-09-2022 0.28,80426EAE0,80D4FCDB0,137.64,US Dollar,137.64,US Dollar,
10-09-2022 0.07,8042B8200,80D4205C0,43.68,US Dollar,43.68,US Dollar,
10-09-2022 0.08,8042B9010,80D39FC90,24.12,US Dollar,24.12,US Dollar,
10-09-2022 0.01,8042D4680,8008D7630,4.3,US Dollar,4.3,US Dollar,
10-09-2022 0.25,8042DFBA0,800F6B470,94.81,US Dollar,94.81,US Dollar,
10-09-2022 0.29,8042E0040,80E6F09B0,84.27,US Dollar,84.27,US Dollar,
10-09-2022 0.07,802471BE0,8043A5350,2917.81,US Dollar,2917.81,US Dollar,
10-09-2022 0.13,802471BE0,8043A5350,2545.34,US Dollar,2545.34,US Dollar,
10-09-2022 0.03,8043AA150,801921930,37.29,US Dollar,37.29,US Dollar,
10-09-2022 0.04,8043AF680,802573B10,64.61,US Dollar,64.61,US Dollar,
10-09-2022 0.06,8043C1270,814680D40,138.04,US Dollar,138.04,US Dollar,
10-09-2022 0.02,8043C0B70,8070B6280,18.99,US Dollar,18.99,US Dollar,
10-09-2022 0.10,803285ED0,80632E530,8.33,US Dollar,8.33,US Dollar,
10-09-2022 0.07,802E1B960,8043CD6C0,2800.4,US Dollar,2800.4,US Dollar,
10-09-2022 0.07,802E1B960,8043CD6C0,466.33,US Dollar,466.33,US Dollar,
10-09-2022 0.17,802E1B960,8043CD6C0,172.69,US Dollar,172.69,US Dollar,
10-09-2022 0.15,8043C29B0,80CF9E150,3.59,US Dollar,3.59,US Dollar,
10-09-2022 0.07,8017863B0,8043D4470,1080.97,US Dollar,1080.97,US Dollar,
10-09-2022 0.24,8017863B0,8043D4470,538.72,US Dollar,538.72,US Dollar,
10-09-2022 0.01,8043D23F0,80922AEB0,68.0,US Dollar,68.0,US Dollar,
10-09-2022 0.15,8043D90C0,811126B50,6.8,US Dollar,6.8,US Dollar,
10-09-2022 0.20,8044129C0,805113DF0,47.79,US Dollar,47.79,US Dollar,
10-09-2022 0.09,80440F9F0,800942830,181.91,US Dollar,181.91,US Dollar,
10-09-2022 0.17,80440FA90,80BDACAA0,30.79,US Dollar,30.79,US Dollar,
10-09-2022 0.12,8017A7F60,80441EED0,4254.57,US Dollar,4254.57,US Dollar,
10-09-2022 0.29,804420150,813387F10,9.0,US Dollar,9.0,US Dollar,
10-09-2022 0.26,804456760,80B0CBA20,12.17,US Dollar,12.17,US Dollar,
10-09-2022 0.00,80445C070,8028BCEF0,143.7,US Dollar,143.7,US Dollar,
10-09-2022 0.00,80445C110,80DD90340,9.58,US Dollar,9.58,US Dollar,
10-09-2022 0.04,80445D0B0,8013830B0,129.45,US Dollar,129.45,US Dollar,
10-09-2022 0.19,804461C10,80E75C710,3.82,US Dollar,3.82,US Dollar,
10-09-2022 0.10,804452980,812D2FDC0,21.59,US Dollar,21.59,US Dollar,
10-09-2022 0.17,804458D00,8034D2BB0,187.5,US Dollar,187.5,US Dollar,
10-09-2022 0.02,80445FA30,80A74BE70,48.65,US Dollar,48.65,US Dollar,
10-09-2022 0.00,8044606C0,80259BFB0,171.39,US Dollar,171.39,US Dollar,
10-09-2022 0.08,8044CA6C0,80B833DD0,1.61,US Dollar,1.61,US Dollar,
10-09-2022 0.29,804507670,8035FFC80,467.59,US Dollar,467.59,US Dollar,
10-09-2022 0.11,100428660,80451BD80,111.95,US Dollar,111.95,US Dollar,
10-09-2022 0.13,100428660,80451BD80,79.62,US Dollar,79.62,US Dollar,
10-09-2022 0.20,804521000,80DC69E80,3.67,US Dollar,3.67,US Dollar,
10-09-2022 0.26,804521FF0,803CE33B0,6.04,US Dollar,6.04,US Dollar,
10-09-2022 0.15,802446090,804554E70,84.54,US Dollar,84.54,US Dollar,
10-09-2022 0.24,802446090,804554E70,875.94,US Dollar,875.94,US Dollar,
10-09-2022 0.02,802BA8B00,80458BDF0,1025.78,US Dollar,1025.78,US Dollar,
10-09-2022 0.25,802BA8B00,80458BDF0,1293.63,US Dollar,1293.63,US Dollar,
10-09-2022 0.09,804589020,80C001A70,67.26,US Dollar,67.26,US Dollar,
10-09-2022 0.22,8045BE790,8004369E0,67.55,US Dollar,67.55,US Dollar,
10-09-2022 0.19,8045C0B20,801A8FC40,194.8,US Dollar,194.8,US Dollar,
10-09-2022 0.02,8045B99A0,813EF7530,52.94,US Dollar,52.94,US Dollar,
10-09-2022 0.26,8045BB420,8134C8370,144.59,US Dollar,144.59,US Dollar,
10-09-2022 0.25,8045BC960,80CE092B0,23.79,US Dollar,23.79,US Dollar,
10-09-2022 0.20,8045C35E0,813EF7530,48.49,US Dollar,48.49,US Dollar,
10-09-2022 0.19,8045C50C0,80CE092B0,2.61,US Dollar,2.61,US Dollar,
10-09-2022 0.11,800B52200,8045CD9D0,5116.42,US Dollar,5116.42,US Dollar,
10-09-2022 0.25,8045D1600,801E0AAA0,6.08,US Dollar,6.08,US Dollar,
10-09-2022 0.28,8045D7F10,810DDAB90,258.8,US Dollar,258.8,US Dollar,
10-09-2022 0.06,8045CB5A0,807D8ABE0,48.46,US Dollar,48.46,US Dollar,
10-09-2022 0.05,8045CE9D0,80DC85850,1.27,US Dollar,1.27,US Dollar,
10-09-2022 0.00,8045D44F0,8111E1DA0,17.36,US Dollar,17.36,US Dollar,
10-09-2022 0.13,8045DAEA0,811EB1530,39.76,US Dollar,39.76,US Dollar,
10-09-2022 0.26,8045B0990,80B61D8E0,134.4,US Dollar,134.4,US Dollar,
10-09-2022 0.18,8045E4360,800F6BCF0,96.45,US Dollar,96.45,US Dollar,
10-09-2022 0.12,802004C30,804600FB0,1471.95,US Dollar,1471.95,US Dollar,
10-09-2022 0.19,802004C30,804600FB0,389.99,US Dollar,389.99,US Dollar,
10-09-2022 0.11,804600AA0,80F641A30,5.56,US Dollar,5.56,US Dollar,
10-09-2022 0.00,8016A2050,8046C5380,145.85,US Dollar,145.85,US Dollar,
10-09-2022 0.14,802E7C420,804750C70,509.17,US Dollar,509.17,US Dollar,
10-09-2022 0.16,802E7C420,804750C70,237.82,US Dollar,237.82,US Dollar,
10-09-2022 0.07,804752560,80E32E890,68.03,US Dollar,68.03,US Dollar,
10-09-2022 0.05,8047588A0,813363680,9.71,US Dollar,9.71,US Dollar,
10-09-2022 0.04,804751C70,814190360,38.24,US Dollar,38.24,US Dollar,
10-09-2022 0.10,804755780,8006AD830,72.13,US Dollar,72.13,US Dollar,
10-09-2022 0.08,80479CEB0,80341FCC0,37.55,US Dollar,37.55,US Dollar,
10-09-2022 0.09,8047E96E0,80520F260,27.2,US Dollar,27.2,US Dollar,
10-09-2022 0.26,8047EAE50,801370400,41.44,US Dollar,41.44,US Dollar,
10-09-2022 0.14,8047EAEF0,80520F730,4.64,US Dollar,4.64,US Dollar,
10-09-2022 0.21,8047EFDB0,803E2BBE0,27.12,US Dollar,27.12,US Dollar,
10-09-2022 0.02,8047F1040,802688F60,3.64,US Dollar,3.64,US Dollar,
10-09-2022 0.12,8003025B0,804833D90,607.29,US Dollar,607.29,US Dollar,
10-09-2022 0.05,8003025B0,804833D90,745.49,US Dollar,745.49,US Dollar,
10-09-2022 0.21,8048506A0,80D921630,0.93,US Dollar,0.93,US Dollar,
10-09-2022 0.08,8048538F0,80349F3F0,127.86,US Dollar,127.86,US Dollar,
10-09-2022 0.22,804854EE0,8106D8730,52.38,US Dollar,52.38,US Dollar,
10-09-2022 0.06,80483E9A0,81118B9A0,125.13,US Dollar,125.13,US Dollar,
10-09-2022 0.01,804846D70,809EB9170,140.56,US Dollar,140.56,US Dollar,
10-09-2022 0.05,80484CF00,809EB9170,58.35,US Dollar,58.35,US Dollar,
10-09-2022 0.15,80485FB00,80FF193C0,23.92,US Dollar,23.92,US Dollar,
10-09-2022 0.04,804872460,80141E3A0,103.21,US Dollar,103.21,US Dollar,
10-09-2022 0.20,804874090,805175D90,13.01,US Dollar,13.01,US Dollar,
10-09-2022 0.03,80487FA50,80D2A3C10,1.86,US Dollar,1.86,US Dollar,
10-09-2022 0.08,804883830,80E504C40,10.28,US Dollar,10.28,US Dollar,
10-09-2022 0.21,8048B6DE0,80664DC80,9.55,US Dollar,9.55,US Dollar,
10-09-2022 0.07,8048D3A70,8003F71E0,3.66,US Dollar,3.66,US Dollar,
10-09-2022 0.14,8048E3C60,81145A0F0,1.79,US Dollar,1.79,US Dollar,
10-09-2022 0.04,802073940,80C768EE0,40.09,US Dollar,40.09,US Dollar,
10-09-2022 0.05,80491BED0,8015B8330,1.57,US Dollar,1.57,US Dollar,
10-09-2022 0.29,804944040,80F9ED7A0,14.83,US Dollar,14.83,US Dollar,
10-09-2022 0.21,804942630,80260E490,13.04,US Dollar,13.04,US Dollar,
10-09-2022 0.14,804946E30,80F722ED0,32.89,US Dollar,32.89,US Dollar,
10-09-2022 0.26,8046D6290,80494FEF0,26484.76,US Dollar,26484.76,US Dollar,
10-09-2022 0.01,8046D6290,80494FEF0,13218.27,US Dollar,13218.27,US Dollar,
10-09-2022 0.12,8046D6290,80494FEF0,6028.67,US Dollar,6028.67,US Dollar,
10-09-2022 0.24,8046D6290,80494FEF0,18600.92,US Dollar,18600.92,US Dollar,
10-09-2022 0.17,801886BD0,804954730,13149.81,US Dollar,13149.81,US Dollar,
10-09-2022 0.19,801886BD0,804954730,7377.85,US Dollar,7377.85,US Dollar,
10-09-2022 0.13,804959E10,80407A190,469.37,US Dollar,469.37,US Dollar,
10-09-2022 0.14,80494B6B0,80F58A350,98.67,US Dollar,98.67,US Dollar,
10-09-2022 0.08,80125B8D0,80497FC70,2624.39,US Dollar,2624.39,US Dollar,
10-09-2022 0.05,80125B8D0,80497FC70,2431.05,US Dollar,2431.05,US Dollar,
10-09-2022 0.29,804991820,80DC76800,7.82,US Dollar,7.82,US Dollar,
10-09-2022 0.28,804A775A0,800C57F40,32.34,US Dollar,32.34,US Dollar,
10-09-2022 0.09,804AF6ED0,8146F0070,51.45,US Dollar,51.45,US Dollar,
10-09-2022 0.00,804AF7240,80A750480,1.38,US Dollar,1.38,US Dollar,
10-09-2022 0.25,804AF2E30,810DE8290,43.38,US Dollar,43.38,US Dollar,
10-09-2022 0.16,804AF5D40,810DE8290,178.49,US Dollar,178.49,US Dollar,
10-09-2022 0.00,804AFE960,800131480,8.87,US Dollar,8.87,US Dollar,
10-09-2022 0.03,804B039B0,8085887E0,89.91,US Dollar,89.91,US Dollar,
10-09-2022 0.02,804B03A00,807F45200,8.29,US Dollar,8.29,US Dollar,
10-09-2022 0.11,804AEE210,813278EB0,91.3,US Dollar,91.3,US Dollar,
10-09-2022 0.16,804AF0050,80960B7C0,6.09,US Dollar,6.09,US Dollar,
10-09-2022 0.15,804B15C40,811C94350,18.9,US Dollar,18.9,US Dollar,
10-09-2022 0.06,804B3E810,801A82B20,46.38,US Dollar,46.38,US Dollar,
10-09-2022 0.17,804B43600,810C826B0,0.69,US Dollar,0.69,US Dollar,
10-09-2022 0.09,804BA2670,81215DB00,7.9,US Dollar,7.9,US Dollar,
10-09-2022 0.02,804BA3680,805243B70,114.15,US Dollar,114.15,US Dollar,
10-09-2022 0.12,804BA7020,800794E30,43.45,US Dollar,43.45,US Dollar,
10-09-2022 0.28,804BA51D0,80E1AB3E0,1261.41,US Dollar,1261.41,US Dollar,
10-09-2022 0.09,804BA7950,805A9A0A0,144.09,US Dollar,144.09,US Dollar,
10-09-2022 0.01,80133FE80,804BB6FE0,2234.89,US Dollar,2234.89,US Dollar,
10-09-2022 0.15,80133FE80,804BB6FE0,876.36,US Dollar,876.36,US Dollar,
10-09-2022 0.13,804BB6CA0,813130AA0,89.25,US Dollar,89.25,US Dollar,
10-09-2022 0.11,804BD3E40,80C8B87B0,15.5,US Dollar,15.5,US Dollar,
10-09-2022 0.17,804C33740,800E72370,2.51,US Dollar,2.51,US Dollar,
10-09-2022 0.05,804C34240,800FB7080,41.2,US Dollar,41.2,US Dollar,
10-09-2022 0.25,804D1A630,8010098B0,29.38,US Dollar,29.38,US Dollar,
10-09-2022 0.20,804D23AB0,8060F85F0,43.68,US Dollar,43.68,US Dollar,
10-09-2022 0.22,804D279E0,8019333D0,18.31,US Dollar,18.31,US Dollar,
10-09-2022 0.27,804D2A8B0,80A0EF300,79.75,US Dollar,79.75,US Dollar,
10-09-2022 0.03,804D2AEF0,8112395B0,194.46,US Dollar,194.46,US Dollar,
10-09-2022 0.12,804D2B0D0,80A0EF300,101.54,US Dollar,101.54,US Dollar,
10-09-2022 0.29,804D32D50,8003C68B0,181.14,US Dollar,181.14,US Dollar,
10-09-2022 0.09,804D33A30,810779610,4.17,US Dollar,4.17,US Dollar,
10-09-2022 0.20,804D1B5E0,80152BF60,7.26,US Dollar,7.26,US Dollar,
10-09-2022 0.01,804D1FAB0,8141AFD10,40.83,US Dollar,40.83,US Dollar,
10-09-2022 0.06,804D21330,802B12480,133.5,US Dollar,133.5,US Dollar,
10-09-2022 0.10,804D21890,807CF1100,84.28,US Dollar,84.28,US Dollar,
10-09-2022 0.03,804D16110,80894B530,37.4,US Dollar,37.4,US Dollar,
10-09-2022 0.11,804D162C0,8032CA500,2.99,US Dollar,2.99,US Dollar,
10-09-2022 0.17,804D14220,8100C11D0,22.57,US Dollar,22.57,US Dollar,
10-09-2022 0.28,804D5E950,808D64150,292.24,US Dollar,292.24,US Dollar,
10-09-2022 0.04,804DC1C90,801783810,20.67,US Dollar,20.67,US Dollar,
10-09-2022 0.23,804DC8360,8011F0870,3.79,US Dollar,3.79,US Dollar,
