Bank,Account,Receiving Currency,Payment Currency
12,80A43C1E0,,Mexican Peso
12,80A43C370,,Mexican Peso
12,80A43C3C0,,Mexican Peso
12,80A43E220,,Mexican Peso
12,80A440470,,Mexican Peso
12,80A442470,,Mexican Peso
12,80A443AD0,,Mexican Peso
12,80A4A08F0,,Mexican Peso
12,80A52C920,,US Dollar
12,80A76F420,Euro,
12,80A902110,Euro,
12,80AACA6D0,US Dollar,
12,80AB5B180,Euro,
12,80AB8C7C0,,Euro
12,80AE81CC0,,US Dollar
12,80B22CA60,US Dollar,
12,80B3142B0,Euro,
12,80B31A0A0,,US Dollar
12,80B495AF0,Euro,Euro
12,80B4A1FD0,US Dollar,
12,80B4B1C60,US Dollar,
12,80B52BF80,Euro,
12,80B53B290,,Euro
12,80B581F60,,Euro
12,80B6021C0,Euro,
12,80B707F20,,Mexican Peso
12,80B70A0D0,,Mexican Peso
12,80B70D520,,Mexican Peso
12,80B70E770,Mexican Peso,
12,80B7131A0,,Mexican Peso
12,80B7197D0,Mexican Peso,Mexican Peso
12,80B71A130,,Mexican Peso
12,80B71DED0,,Mexican Peso
12,80B720030,Mexican Peso,Mexican Peso
12,80B722240,,Mexican Peso
12,80B7259C0,,Mexican Peso
12,80B72F940,Mexican Peso,
12,80B731ED0,Mexican Peso,
12,80B735290,,Mexican Peso
12,80B735890,,Mexican Peso
12,80B7390D0,Mexican Peso,
12,80B73BCF0,Mexican Peso,
12,80B73C780,Mexican Peso,
12,80B741330,,Mexican Peso
12,80B741CB0,,Mexican Peso
12,80B744960,Mexican Peso,
12,80B74C490,,Mexican Peso
12,80B74D070,Mexican Peso,Mexican Peso
12,80B74ED90,Mexican Peso,
12,80B751CC0,Mexican Peso,Mexican Peso
12,80B754420,,Mexican Peso
12,80B757260,Mexican Peso,Mexican Peso
12,80B759E30,,Mexican Peso
12,80B75CB50,,Mexican Peso
12,80B762B20,,Mexican Peso
12,80B763650,Mexican Peso,Mexican Peso
12,80B773660,,Mexican Peso
12,80B7B3770,Mexican Peso,Mexican Peso
12,80B7BA8C0,,Mexican Peso
12,80B7D4C10,US Dollar,
12,80BA21B90,Euro,
12,80BA66920,Euro,
12,80BA7BE90,Euro,
12,80BADF930,Euro,
12,80BAF1620,,US Dollar
12,80BBDF4C0,Euro,Euro
12,80BD16E50,Mexican Peso,
12,80BD180A0,,Mexican Peso
12,80BD1ABC0,,Mexican Peso
12,80BD2D4B0,Mexican Peso,Mexican Peso
12,80BD33990,Mexican Peso,Mexican Peso
12,80BD350D0,,Mexican Peso
12,80BD36600,Mexican Peso,
12,80BD42550,Mexican Peso,
12,80BD44E70,Mexican Peso,Mexican Peso
12,80BD81E70,Euro,Euro
12,80BE5AA30,Mexican Peso,Mexican Peso
12,80BE5D440,,Mexican Peso
12,80BE61CE0,,Mexican Peso
12,80BE624C0,Mexican Peso,
12,80BE76D50,,Mexican Peso
12,80BE78A40,Mexican Peso,
12,80BE7D8D0,,Mexican Peso
12,80BE83630,,Mexican Peso
12,80BE8FDA0,,Mexican Peso
12,80BEB1E60,,Mexican Peso
12,80BEB3010,Mexican Peso,
12,80BEB3ED0,Mexican Peso,
12,80BEB5A70,,Mexican Peso
12,80BEB79A0,Mexican Peso,
12,80BEB9140,,Mexican Peso
12,80BEC77C0,,Mexican Peso
12,80BEC8530,Mexican Peso,
12,80BECB1B0,,Mexican Peso
12,80BEF04B0,Mexican Peso,
12,80BEFA3B0,Mexican Peso,
12,80BEFCDD0,Mexican Peso,
12,80BEFE830,,Mexican Peso
12,80BEFF170,,Mexican Peso
12,80BF00890,,Mexican Peso
12,80BF09940,,Mexican Peso
12,80BF0CCB0,,Mexican Peso
12,80BF27590,,Mexican Peso
12,80BF49760,,Euro
12,80C02B790,Mexican Peso,
12,80C047240,Mexican Peso,
12,80C04AC60,Mexican Peso,Mexican Peso
12,80C04DCF0,Mexican Peso,
12,80C055150,Mexican Peso,
12,80C056340,Mexican Peso,
12,80C05E250,US Dollar,"Mexican Peso,US Dollar"
12,80C06D1A0,Mexican Peso,Mexican Peso
12,80C0708A0,,Mexican Peso
12,80C072420,,Mexican Peso
12,80C07BB70,,Mexican Peso
12,80C07BCB0,Mexican Peso,
12,80C07EE00,Mexican Peso,Mexican Peso
12,80C07FA00,Mexican Peso,Mexican Peso
12,80C084C30,Mexican Peso,
12,80C09D410,US Dollar,
12,80C0E6B60,US Dollar,
12,80C0F71A0,US Dollar,US Dollar
12,80C15A5A0,Mexican Peso,
12,80C15AFF0,,Mexican Peso
12,80C15E4D0,Mexican Peso,
12,80C1713E0,,Mexican Peso
12,80C17E020,,Mexican Peso
12,80C180EA0,Mexican Peso,
12,80C185780,,Mexican Peso
12,80C188390,Mexican Peso,
12,80C19A460,Mexican Peso,
12,80C19BD90,,Mexican Peso
12,80C1AB4F0,Mexican Peso,Mexican Peso
12,80C1B9860,Mexican Peso,Mexican Peso
12,80C1BC780,Mexican Peso,
12,80C1BED10,Euro,
12,80C1C8B10,,Mexican Peso
12,80C1CC680,,Mexican Peso
12,80C1CD1F0,Mexican Peso,
12,80C1D7230,,Mexican Peso
12,80C1D7E30,Mexican Peso,Mexican Peso
12,80C1D9720,,Mexican Peso
12,80C1DDD40,,Mexican Peso
12,80C1DF0B0,Mexican Peso,Mexican Peso
12,80C1E45B0,,Mexican Peso
12,80C1ED440,,Mexican Peso
12,80C1EDF80,,Mexican Peso
12,80C1F3E30,Mexican Peso,Mexican Peso
12,80C1F4460,,Mexican Peso
12,80C1F4FA0,Mexican Peso,
12,80C1F55B0,Mexican Peso,Mexican Peso
12,80C1F69A0,Mexican Peso,Mexican Peso
12,80C1F7FD0,Mexican Peso,
12,80C201FE0,Mexican Peso,Mexican Peso
12,80C3960C0,Mexican Peso,Mexican Peso
12,80C39B3C0,Mexican Peso,
12,80C39EF40,,Mexican Peso
12,80C39FD10,Mexican Peso,
12,80C4FA350,Mexican Peso,
12,80C4FE790,Mexican Peso,
12,80C502DA0,Mexican Peso,Mexican Peso
12,80C50EA80,Mexican Peso,Mexican Peso
12,80C510090,Mexican Peso,
12,80C513AA0,,Mexican Peso
12,80C514E70,Mexican Peso,
12,80C57D320,Mexican Peso,
12,80C589FB0,Mexican Peso,
12,80C58B790,Mexican Peso,
12,80C591FC0,Mexican Peso,
12,80C598F10,Mexican Peso,
12,80C599E30,Mexican Peso,
12,80C5A95A0,,Mexican Peso
12,80C5AD830,Mexican Peso,Mexican Peso
12,80C5AEA00,Mexican Peso,Mexican Peso
12,80C5C11B0,,Mexican Peso
12,80C5F3EE0,,Mexican Peso
12,80C607F00,Mexican Peso,
12,80C6163D0,,Mexican Peso
12,80C6204B0,,Mexican Peso
12,80C6252C0,Mexican Peso,
12,80C6254B0,Mexican Peso,
12,80C6457F0,,Mexican Peso
12,80C663370,Mexican Peso,
12,80C6723F0,Mexican Peso,
12,80C67B830,,Mexican Peso
12,80C67D8B0,,Mexican Peso
12,80C68E010,Mexican Peso,
12,80C6906B0,Mexican Peso,
12,80C696F00,Mexican Peso,Mexican Peso
12,80C6A3700,Mexican Peso,
12,80C6E6480,Mexican Peso,
12,80C71E1D0,Euro,Euro
12,80C72F460,,Mexican Peso
12,80C73D2F0,Mexican Peso,
12,80C75CCF0,Mexican Peso,
12,80C7762B0,,Mexican Peso
12,80C782810,Mexican Peso,Mexican Peso
12,80C784640,,Mexican Peso
12,80C7F0980,Mexican Peso,
12,80C83BC30,Mexican Peso,
12,80C854AF0,Mexican Peso,
12,80C87A7F0,Mexican Peso,Mexican Peso
12,80C8F9160,Mexican Peso,
12,80C9134A0,Mexican Peso,
12,80C93B0E0,Mexican Peso,Mexican Peso
12,80C941B80,Mexican Peso,
12,80C95C440,Mexican Peso,
12,80C95E2A0,Mexican Peso,
12,80C9992C0,Mexican Peso,Mexican Peso
12,80C9E0070,Mexican Peso,Mexican Peso
12,80C9FA910,,Mexican Peso
12,80CA0E910,Mexican Peso,Mexican Peso
12,80CA11C70,Mexican Peso,
12,80CA3E1B0,Mexican Peso,Mexican Peso
12,80CA42AA0,,Mexican Peso
12,80CA57C10,,Mexican Peso
12,80CA74360,,Mexican Peso
12,80CA94CA0,Mexican Peso,Mexican Peso
12,80CA9D2E0,Mexican Peso,
12,80CA9DFC0,Mexican Peso,
12,80CB1EB30,Mexican Peso,
12,80CB3A7A0,Mexican Peso,
12,80CB40160,Mexican Peso,
12,80CB4A0F0,Mexican Peso,
12,80CB6A4E0,Mexican Peso,
12,80CB70050,Mexican Peso,
12,80CBB4840,Mexican Peso,
12,80CBBA2C0,Mexican Peso,Mexican Peso
12,80CBCFF20,,Mexican Peso
12,80CBE2850,Mexican Peso,
12,80CBE9640,Mexican Peso,
12,80CC245C0,Mexican Peso,
12,80CC40F20,Mexican Peso,
12,80CC5F110,Mexican Peso,
12,80CC68070,Mexican Peso,
12,80CC76550,Mexican Peso,
12,80CC87650,Mexican Peso,
12,80CCD1A90,Mexican Peso,
12,80CD25820,Mexican Peso,
12,80CD3D1A0,US Dollar,
12,80CD593E0,Mexican Peso,
12,80CD64670,Mexican Peso,
12,80CD6AC20,Mexican Peso,Mexican Peso
12,80CFA8DB0,,US Dollar
12,80D023910,US Dollar,
12,80D0E2F30,,Euro
12,80D145A10,US Dollar,
12,80D1E7640,,Euro
12,80D2B8090,,US Dollar
12,80D3B7900,US Dollar,
12,80D7D5DF0,US Dollar,
12,80DA3C300,US Dollar,
12,80DE46D00,Euro,Euro
12,80E2F5D60,Euro,Euro
12,80E3BD4F0,US Dollar,
12,80E412D90,,Euro
12,80E562700,US Dollar,
12,80E63BE90,Euro,
12,80E6BE840,US Dollar,
12,80EE7D240,,US Dollar
12,80EEDC1B0,US Dollar,US Dollar
12,80F2A9600,US Dollar,
12,80F7A5380,Euro,
12,80F7CBFB0,,US Dollar
12,80FC073C0,US Dollar,
12,80FC0D3F0,US Dollar,
12,8101867E0,Euro,
12,8103E5540,,US Dollar
12,81059D530,,Euro
12,8106F8FE0,US Dollar,
12,8107120C0,Euro,
12,810B676D0,Euro,
12,811115910,US Dollar,
12,8115465D0,Euro,
12,8116E7010,,Euro
12,811947DE0,US Dollar,
12,811CAB540,,Euro
12,811D32F40,US Dollar,"Euro,US Dollar"
12,812245C20,Rupee,
12,81248D000,US Dollar,
12,812581D80,Euro,Euro
12,812F85B40,US Dollar,
12,8130B0890,,Euro
12,8134466B0,US Dollar,
12,81364C000,US Dollar,
12,81373B8E0,Mexican Peso,
12,8138CB800,,US Dollar
12,813A84C00,US Dollar,
12,813ED4470,,Euro
12,813EDEA10,Euro,
12,813EFDB70,US Dollar,
12,813FE3B00,US Dollar,
12,8144BCAD0,Euro,
12,8145E4A30,,US Dollar
14,80006B780,Yuan,Yuan
14,80006F380,,Yuan
14,80006FCE0,"Yuan,Euro","Yuan,Euro"
14,800070A80,,Yuan
14,800070AD0,Yuan,Yuan
14,8000D0CA0,Shekel,Shekel
14,8000D1140,,Shekel
14,8000D1190,Shekel,Shekel
14,8000D1630,,Shekel
14,8000D3340,,Shekel
14,8000D39C0,,Shekel
14,8000D4D50,Shekel,Shekel
14,8000D57F0,,Shekel
14,8000D5A70,Shekel,Shekel
14,8000D61C0,,Shekel
14,8000D7480,,Shekel
14,8000D7D30,,Shekel
14,800296FF0,Yuan,
14,800362400,Yuan,
14,800363830,,Yuan
14,800364AE0,,Yuan
14,8003685F0,Yuan,Yuan
14,800368A20,,Yuan
14,800369670,,Yuan
14,80036D6F0,Yuan,Yuan
14,80036D790,,Yuan
14,80036E910,,Yuan
14,800371C00,Yuan,Yuan
14,80079AF50,,Yuan
14,80079B840,,Yuan
14,80079D150,,Yuan
14,80079E7D0,,Yuan
14,8007A05A0,Yuan,Yuan
14,8007A13C0,,Yuan
14,8007A25F0,,Yuan
14,8007A2DC0,,Yuan
14,8007B4AD0,,Yuan
14,8007B6980,Yuan,
14,8007B73A0,,Yuan
14,8007B9CB0,Yuan,Yuan
14,8007BA070,,Yuan
14,8007BC070,,Yuan
14,8007BCD10,,Yuan
14,8007BDBD0,,Yuan
14,8007BDE40,,Yuan
14,8007BE110,,Yuan
14,8007BE9E0,Yuan,Yuan
14,8007BF220,,Yuan
14,8007BF9A0,,Yuan
14,8007C2A40,Yuan,
14,8007C2A90,,Yuan
14,8007C4670,,Yuan
14,8007C6CE0,,Yuan
14,8007C6E70,,Yuan
14,8007C8F80,Yuan,Yuan
14,8007C9390,,Yuan
14,8007C9ED0,,Yuan
14,8007CA680,Yuan,Yuan
14,8007CA681,,Bitcoin
14,8007CBDC0,,Yuan
14,800A2F0B0,,Yuan
14,800AB3A10,Yuan,
14,800D7F6D0,Yuan,Yuan
14,800E10790,,Yuan
14,800E12430,Yuan,Yuan
14,800E15AD0,Yuan,Yuan
14,800E1CD60,,Yuan
14,800F06590,Yuan,
14,80140C430,,Yuan
14,801AAC1F0,,Yuan
14,801AACAA0,,Yuan
14,801AAD010,Yuan,
14,801E67CD0,Yuan,Yuan
14,801ED33F0,Yuan,Yuan
14,8020BCAC0,Yuan,Yuan
14,802143520,,Yuan
14,802148B10,,Yuan
14,80214C740,,Yuan
14,80214C741,,Bitcoin
14,80214CD80,,Yuan
14,802154880,,Yuan
14,80215A300,,Yuan
14,802162A40,Yuan,Yuan
14,802164F80,,Yuan
14,80216FBC0,Yuan,
14,8022EFFE0,,Yuan
14,80235B560,,Yuan
14,802362AA0,Yuan,
14,802699B80,US Dollar,"Yuan,US Dollar"
14,8026D4D80,,Yuan
14,8026E4920,,Yuan
14,8026E4BB0,Yuan,
14,802883B30,,Yuan
14,8029644B0,,Yuan
14,802A12C60,Yuan,Yuan
14,802A13260,"Rupee,Yuan","Yuan,Rupee"
14,802A136B0,Yuan,
14,802A13AB0,Yuan,
14,802BB4080,,Yuan
14,802C71970,Yuan,Yuan
14,802EBE260,Yuan,
14,802EBE300,Yuan,Yuan
14,802F6D5F0,,Yuan
14,802F6E4F0,US Dollar,"Yuan,US Dollar"
14,802F70920,,Yuan
14,802F72B60,,Yuan
14,802F739C0,Yuan,
14,802F753F0,,Yuan
14,802F7C810,Yuan,Yuan
14,802F7ECA0,Yuan,
14,802F81A30,Yuan,
14,802F86160,,Yuan
14,802F88200,Yuan,Yuan
14,802F96680,,Yuan
14,802F9A1D0,Yuan,Yuan
14,802FC1D40,,Yuan
14,802FC4D60,Yuan,Yuan
14,802FC6F90,Yuan,Yuan
14,802FCBA60,Yuan,Yuan
14,802FCC770,Yuan,
14,802FCD8D0,Yuan,
14,802FCEF00,,Yuan
14,802FDADC0,Yuan,
14,802FDF650,,Yuan
14,802FE1AC0,Yuan,Yuan
14,802FE30B0,Yuan,Yuan
14,802FEB800,Yuan,
14,802FECA70,,Yuan
14,802FF4440,,Yuan
14,802FFBBD0,Yuan,
14,802FFD610,,Yuan
14,80300FDC0,"US Dollar,Yuan","Yuan,US Dollar"
14,80300FDC1,,US Dollar
14,8030104A0,,Yuan
14,803012B60,,Yuan
14,803020D00,,Yuan
14,803026610,Yuan,Yuan
14,80302AE20,Yuan,Yuan
14,8030334D0,Yuan,Yuan
14,803036230,,Yuan
14,803051330,Yuan,
14,803053D00,Yuan,
14,8030541D0,,Yuan
14,803058F70,Yuan,
14,80305A320,Yuan,Yuan
14,80305AD30,Yuan,
14,80306BD60,,Yuan
14,80306DB20,Yuan,
14,80306E470,Yuan,Yuan
14,80307B0F0,Yuan,
14,80308BB20,Yuan,Yuan
14,80308DE40,Yuan,
14,80308F6F0,,Yuan
14,803090BF0,Yuan,
14,803092080,,Yuan
14,803092430,,Yuan
14,803095D30,Yuan,Yuan
14,803099A40,,Yuan
14,8030A8830,Yuan,Yuan
14,8030E9040,Yuan,Yuan
14,8030F48B0,US Dollar,"Yuan,US Dollar"
14,803144240,Yuan,
14,803147090,UK Pound,"Yuan,UK Pound"
14,8031E1140,Yuan,Yuan
14,8031E6280,Yuan,
14,8031EA330,,Yuan
14,8031EAAE0,,Yuan
14,803201C70,,Yuan
14,80356C860,,Yuan
14,8035765E0,Yuan,
14,803591EB0,Yuan,Yuan
14,8035A5A50,,Yuan
14,8035A8AF0,Yuan,Yuan
14,8035B1460,Yuan,
14,8035BAEB0,,Yuan
14,8035C3FA0,,Yuan
14,8035C8FB0,Yuan,
14,8035E1290,,Yuan
14,8035E47A0,Yuan,
14,8035F1BE0,Yuan,
14,803602080,Yuan,
14,8036033B0,,Yuan
14,8036077D0,Yuan,Yuan
14,803621970,Yuan,Yuan
14,80365D190,,Yuan
14,8036647D0,,Yuan
14,803666DE0,Yuan,
14,803676580,Yuan,Yuan
14,8036874A0,US Dollar,"Yuan,US Dollar"
14,803688270,,Yuan
14,80368A0F0,,Yuan
14,8036A4270,Yuan,
14,8036A75C0,"Yuan,US Dollar","Yuan,US Dollar"
14,8036B4A70,,Yuan
14,8036B4EB0,Yuan,
14,8036B58A0,Yuan,
14,8036BE370,Yuan,
14,8036C26C0,,Yuan
14,8036CBDC0,Yuan,Yuan
14,8036CD5D0,Yuan,
14,8036D6580,Yuan,
14,8036D9D70,,Yuan
14,8036F2430,Yuan,Yuan
14,8036F74E0,,Yuan
14,8037067F0,Yuan,
14,80370DDA0,Yuan,Yuan
14,803712BB0,Yuan,Yuan
14,803716FD0,Yuan,
14,8037E2DC0,Yuan,
14,8037E3EA0,Yuan,
14,8037F1FA0,,Yuan
14,803812850,Yuan,Yuan
14,8038144F0,Yuan,
14,803815930,Mexican Peso,"Yuan,Mexican Peso"
14,803886370,"US Dollar,Yuan","Yuan,US Dollar"
14,8038A68B0,,Yuan
14,8038B1630,Yuan,
14,8038B3310,Yuan,Yuan
14,8038C2530,Yuan,
14,8038C2730,,Yuan
14,8038FAAD0,Yuan,
14,803904590,Yuan,
14,803911E50,,Yuan
14,80393DBC0,Yuan,
14,80393EC70,Yuan,
14,803943E50,Yuan,
14,80396FF40,Yuan,
14,803983EA0,Yuan,Yuan
14,803CE7090,,Yuan
14,8047C9CB0,Yuan,
14,8047CEFD0,Yuan,
14,8047E2E60,,Yuan
14,8049D4680,,Yuan
14,804A91040,,Yuan
14,804C0B440,Yuan,Yuan
14,804C7DED0,Yuan,
14,804C89F60,Yuan,Yuan
14,804F3FFA0,,Yuan
14,8053D7130,,Yuan
14,805ADE090,Yuan,
14,80694AC00,Yuan,
14,80694B5F0,,Yuan
14,806A30A10,Yuan,Yuan
14,806DD1970,,Yuan
14,806DD3B40,Yuan,
14,806F0EF70,Yuan,
14,8075215C0,Yuan,
14,807665700,Yuan,
14,807E10B40,Yuan,
14,807E4B7B0,Yuan,Yuan
14,8080293B0,Yuan,
14,8083E3730,Yuan,
14,808C93720,Yuan,
14,808F72490,,Yuan
14,808F78370,Yuan,
14,808F7B390,,Yuan
14,80905B930,,Yuan
14,8099A9140,,Yuan
14,809F52BF0,Yuan,
14,80A8B6D10,Yuan,
14,80B0FDC60,Yuan,
14,80B1009E0,Yuan,
14,80B102F60,Yuan,
14,80B11C250,Yuan,
14,80B14D900,Yuan,Yuan
14,80B1521D0,"Yuan,US Dollar","Yuan,US Dollar"
14,80B164740,Yuan,
14,80B169820,Yuan,Yuan
14,80B16B550,Euro,"Yuan,Euro"
14,80B1DB180,Yuan,
14,80BAAB480,Yuan,
14,80BC4CCF0,Yuan,
14,80BC5BED0,Yuan,
14,80BD2F660,Yuan,
14,80C2D5D70,Yuan,
14,80C2E7130,Euro,"Yuan,Euro"
14,80C2ED7E0,,Yuan
14,80CAE7520,Yuan,
14,80D6BCD10,Yuan,Yuan
14,80D6C5040,Yuan,Yuan
14,80D82B9B0,Yuan,
14,80D9A68A0,Yuan,
14,80DB1D870,Yuan,
14,80DB31BE0,Yuan,
14,80DB39AB0,Yuan,Yuan
14,80DD8DF80,Shekel,Shekel
14,80E80EFA0,Yuan,
14,80E943800,Yuan,
14,80F3C4910,Yuan,
14,80F5DFEC0,Yuan,
14,80FD28500,,Shekel
14,80FD2C050,Shekel,Shekel
14,80FD32E60,,Shekel
14,80FD33440,Shekel,Shekel
14,80FD35560,,Shekel
14,80FD36D70,,Shekel
14,80FD3CBB0,Shekel,
14,80FD3CE00,Shekel,Shekel
14,80FD3D4B0,,Shekel
14,80FD41A70,Shekel,
14,80FD46B30,,Shekel
14,80FD46D70,,Shekel
14,80FD4C4C0,,Shekel
14,80FD4F100,,Shekel
14,80FD512D0,Shekel,
14,80FD52590,,Shekel
14,80FD57700,Shekel,Shekel
14,80FD614D0,,Shekel
14,80FD633C0,,Shekel
14,80FD641B0,,Shekel
14,80FD68EF0,,Shekel
14,80FD68F90,Shekel,Shekel
14,80FD6B480,Shekel,
14,80FD6FE20,,Shekel
14,80FD72280,,Shekel
14,80FD76270,,Shekel
14,80FD76D60,Shekel,Shekel
14,80FD78890,,Shekel
14,80FD7B770,,Shekel
14,80FD7BCD0,,Shekel
14,80FD7C210,,Shekel
14,80FD86520,Shekel,Shekel
14,80FD86B10,Shekel,Shekel
14,80FDAF960,Shekel,
14,80FDAFB80,Shekel,Shekel
14,80FDB1A80,,Shekel
14,80FDB4580,,Shekel
14,80FDBC110,Shekel,
14,80FDCBB90,,Shekel
14,80FDCC4F0,,Shekel
14,80FDDAA70,,Shekel
14,80FDDB470,Shekel,
14,80FDDBAD0,,Shekel
14,80FDDBE20,,Shekel
14,80FDE2140,,Shekel
14,80FDEB280,Shekel,Shekel
14,80FDEC620,,Shekel
14,80FDF5350,,Shekel
14,80FDF5D00,Shekel,Shekel
14,80FDFA810,Shekel,Shekel
14,80FDFF9F0,,Shekel
14,80FE0D890,Shekel,Shekel
14,80FE0F6E0,Shekel,
14,80FE1B150,Shekel,Shekel
14,80FE1EE10,Shekel,
14,80FE50120,Shekel,
14,80FE52B00,Shekel,Shekel
14,80FE52DF0,,Shekel
14,80FE54860,,Shekel
14,80FE5C010,Shekel,
14,80FE5DCF0,Shekel,
14,80FE5FEC0,,Shekel
14,80FE657B0,Shekel,Shekel
14,80FECC540,Shekel,
14,80FECDC40,,Shekel
14,80FECECB0,Shekel,
14,80FECF960,Shekel,Shekel
14,80FF64E40,,Shekel
14,80FF6C8E0,,Shekel
14,80FF6DCB0,Shekel,
14,80FF7D350,Shekel,Shekel
14,80FF8E910,Shekel,
14,80FF937C0,Shekel,Shekel
14,80FF958C0,Shekel,
14,80FF96500,Shekel,
14,80FF9BFC0,Shekel,Shekel
14,80FFB8540,,Shekel
14,80FFB8C30,Shekel,
14,80FFCCA30,,Shekel
14,80FFEB5B0,,Shekel
14,80FFEDD50,Shekel,
14,80FFEFBE0,,Shekel
14,80FFEFF80,Shekel,Shekel
14,810034EE0,,Shekel
14,810035420,Shekel,
14,810037DF0,Shekel,Shekel
14,81003AC00,,Shekel
14,81003B5C0,,Shekel
14,81003D690,,Shekel
14,81004B3A0,,Shekel
14,81004BEB0,,Shekel
14,81004D8A0,,Shekel
14,810050D80,Shekel,
14,81006D040,Shekel,
14,81006D880,,Shekel
14,81006DDA0,,Shekel
14,81006E4E0,,Shekel
14,8100CBCE0,Shekel,
14,8100E6600,Shekel,
14,8100E6CF0,,Shekel
14,8100E9A90,,Shekel
14,810103D30,,Shekel
14,810105170,Shekel,Shekel
14,81010A6A0,,Shekel
14,810124420,,Shekel
14,81012CDF0,Shekel,
14,810139640,Shekel,
14,81013E6B0,Shekel,
14,81013EFE0,,Shekel
14,8101437F0,Shekel,Shekel
14,81014DDE0,,Shekel
14,81015FC50,,Shekel
14,81016C3C0,,Shekel
14,810180BE0,Shekel,
14,8101AB670,Shekel,
14,8101AE540,,Shekel
14,8101B18E0,Shekel,
14,8101D93E0,Shekel,
14,8101DCAD0,Shekel,
14,8101E31D0,,Shekel
14,81020CD20,,Shekel
14,8102102A0,Shekel,
14,81021B2C0,Shekel,Shekel
14,81021CD10,,Shekel
14,81021F010,Shekel,Shekel
14,810222B90,Shekel,
14,810222EB0,Shekel,
14,81023CE10,Shekel,
14,810240D40,Shekel,Shekel
14,810259650,,Shekel
14,810278A10,,Shekel
14,8102BACA0,Yuan,
14,81033B5F0,Shekel,
14,81033F230,Shekel,
14,810349840,Shekel,
14,810528300,,Shekel
14,810542360,Shekel,
14,81054B830,,Shekel
14,8105DE5A0,,Shekel
14,8105DE990,Shekel,Shekel
14,8105F5210,Shekel,
14,8105F9020,Shekel,Shekel
14,8105FD490,,Shekel
14,8105FEDA0,Shekel,
14,810637A80,Shekel,Shekel
14,8106667E0,Shekel,
14,810678DA0,,Shekel
14,810679E70,Shekel,
14,8106816F0,Shekel,
14,810683020,Shekel,
14,8106A3C10,Shekel,
14,8107B2600,,Shekel
14,8107D1D80,Shekel,
14,8107F4150,,Shekel
14,81081A930,,Shekel
14,8108257F0,Shekel,
14,81082D2C0,Shekel,Shekel
14,81083B260,Shekel,
14,81085FB40,Shekel,
14,81086BF20,,Shekel
14,8108C0720,Shekel,
14,8108D9BF0,,Shekel
14,8108DA540,,Shekel
14,810902A00,,Shekel
14,810999740,Shekel,
14,81099AD80,,Shekel
14,8109A1770,Shekel,
14,8109D79A0,,Shekel
14,8109E9C70,Shekel,
14,810A049E0,Shekel,Shekel
14,810A22480,,Shekel
14,810A3A030,Shekel,
14,810A4DFC0,,Shekel
14,810A51B50,Shekel,
14,810A53630,Shekel,
14,810A5CCB0,Shekel,
14,810A663B0,,Shekel
14,810A6C420,Shekel,
14,810AB1890,Shekel,
14,810AB5290,Shekel,
14,810B86140,Shekel,Shekel
14,810BFA660,Shekel,Shekel
14,810C6B060,Shekel,
14,810D1DB60,Shekel,
14,810D305E0,,Shekel
14,810D31920,Shekel,
14,810EACD80,Shekel,
14,810EAEBC0,,Shekel
14,810EC8680,Shekel,
14,810ED7A90,,Shekel
14,810F22BF0,Shekel,
14,811203D20,Shekel,
14,811272B20,Shekel,
14,8112DAF70,Shekel,
14,81138FF20,Shekel,
14,8113BCC70,Shekel,Shekel
14,81140D980,Shekel,
14,81142B890,Shekel,
14,81143FB00,Shekel,
14,8114D2580,Shekel,
14,811507B10,Shekel,
14,81150A430,Shekel,
14,81154E350,Shekel,
14,811552030,,Shekel
14,8115A34D0,,Shekel
14,8117BC760,Shekel,
14,8117F9960,Shekel,
14,811811630,Shekel,
14,811839EF0,Shekel,
14,81184BE70,,Shekel
14,811858A50,Shekel,
14,811983220,,Yuan
14,8119D4190,Shekel,
14,812C06CD0,,Yuan
14,812E7E2F0,,Yuan
14,8137A6C90,Yuan,
14,81426F870,Yuan,
14,814272760,Yuan,
15,800046320,,Yen
15,800046C30,,Yen
15,800046DE0,Yen,Yen
15,80004BA50,,Australian Dollar
15,800073130,,Yen
15,800073750,,Yen
15,800073D80,Yen,Yen
15,800073F20,,Yen
15,8000746C0,,Yen
15,8000748D0,,Yen
15,800074C90,Yen,Yen
15,800075050,Yen,Yen
15,8000750A0,Yen,Yen
15,800075300,,Yen
15,800075770,Yen,Yen
15,800075FF0,,Yen
15,8000763B0,Yen,Yen
15,800076730,,Yen
15,800076731,,Bitcoin
15,800076AD0,,Yen
15,800076E90,Yen,Yen
15,800077540,,Yen
15,800077AA0,,Yen
15,800077FA0,Yen,Yen
15,8000783A0,,Yen
15,800079600,Yen,Yen
15,800079650,,Yen
15,80007A1D0,Yen,Yen
15,80007A820,,Yen
15,80007ACB0,,Yen
15,80007B6B0,Yen,Yen
15,80007BF00,,Yen
15,80007C540,Yen,Yen
15,80007C890,,Yen
15,80007CE70,Yen,Yen
15,8000A5950,Australian Dollar,
15,8000A5C70,,Australian Dollar
15,8000A6010,Australian Dollar,Australian Dollar
15,8000A7840,Australian Dollar,Australian Dollar
15,8000A7C40,Australian Dollar,Australian Dollar
15,8000A8D20,Australian Dollar,Australian Dollar
15,8000A9360,,Australian Dollar
15,8000E30C1,,Bitcoin
15,8000E3461,,Bitcoin
15,8000E6171,Bitcoin,Bitcoin
