Bank,Account,Receiving_currency,Payment_currency
12,80006C890,Rupee,Rupee
12,80007DCC0,,Rupee
12,80007F8C0,Rupee,Rupee
12,800081380,Rupee,Rupee
12,800081920,Rupee,Rupee
12,800081970,,Rupee
12,800082ED0,,Rupee
12,800084E50,,Rupee
12,8000AF650,,Mexican Peso
12,8000B09F0,Mexican Peso,Mexican Peso
12,8000B1170,Mexican Peso,Mexican Peso
12,8000B11C0,Mexican Peso,Mexican Peso
12,8000B19F0,Mexican Peso,Mexican Peso
12,8000B3220,,Mexican Peso
12,8000B43D0,Mexican Peso,Mexican Peso
12,8000B63D0,Mexican Peso,Mexican Peso
12,8000B6AB0,Mexican Peso,Mexican Peso
12,8000B7380,Mexican Peso,Mexican Peso
12,8000EC280,,US Dollar
12,8000EE640,,Euro
12,8000EFCE0,,Euro
12,8000F42A0,US Dollar,US Dollar
12,8000F5030,US Dollar,
12,8000F55D0,US Dollar,US Dollar
12,8000F7C60,US Dollar,US Dollar
12,8000FCDC0,,Euro
12,8000FE240,,Euro
12,8000FFBD0,Euro,Euro
12,800101C40,,Euro
12,800105F00,,US Dollar
12,8001068A0,,US Dollar
12,800106D00,US Dollar,US Dollar
12,800108290,,US Dollar
12,8001090A0,US Dollar,US Dollar
12,80010C340,,US Dollar
12,80010D740,Euro,Euro
12,80010E130,Euro,Euro
12,80010EA50,,Euro
12,80010F6E0,Euro,"US Dollar,Euro"
12,800110F70,,US Dollar
12,8001161E0,"US Dollar,Euro","US Dollar,Euro"
12,8001167D0,US Dollar,US Dollar
12,800116AE0,,Euro
12,800117590,US Dollar,US Dollar
12,8001193D0,,US Dollar
12,80011A010,US Dollar,US Dollar
12,80011F990,,Euro
12,80011FF60,US Dollar,"Euro,US Dollar"
12,8001210E0,,Euro
12,800123970,Euro,Euro
12,8001246D0,,Euro
12,80012A760,US Dollar,US Dollar
12,80012B270,,Euro
12,80012C6E0,,Euro
12,80012EC70,,Euro
12,80012FE00,,US Dollar
12,800131B10,,US Dollar
12,800132990,US Dollar,
12,800132EC0,US Dollar,US Dollar
12,800135BA0,US Dollar,
12,800136540,US Dollar,
12,800137450,,US Dollar
12,800139130,,US Dollar
12,80013AA10,,US Dollar
12,80013BCB0,,US Dollar
12,800145390,,US Dollar
12,800146B60,,US Dollar
12,8001473E0,US Dollar,US Dollar
12,800149BD0,,US Dollar
12,800149FB0,,US Dollar
12,80014AD50,,US Dollar
12,80014F020,,US Dollar
12,800150F20,US Dollar,US Dollar
12,800151C60,"US Dollar,Euro","US Dollar,Euro"
12,800154500,,US Dollar
12,8001555A0,,Euro
12,800156670,US Dollar,US Dollar
12,800165530,Euro,
12,800165A30,Euro,Euro
12,800166260,,Euro
12,800166DD0,,Euro
12,800167320,Euro,Euro
12,800167A40,,Euro
12,80016E400,,Euro
12,800172410,US Dollar,US Dollar
12,8001783C0,Euro,
12,800179EB0,Euro,Euro
12,80017BD50,Euro,
12,80017F130,,Euro
12,800181D40,Euro,
12,800184E30,Euro,
12,800185340,Euro,Euro
12,800188800,,US Dollar
12,80018B2C0,,US Dollar
12,80018EE40,,US Dollar
12,800190170,,Euro
12,8001998C0,,US Dollar
12,80019D2E0,US Dollar,US Dollar
12,80019F000,,US Dollar
12,8001A37B0,US Dollar,US Dollar
12,8001A4020,Euro,Euro
12,8001A4480,US Dollar,US Dollar
12,8001A4930,,US Dollar
12,8001A7E70,,US Dollar
12,8001A8460,US Dollar,US Dollar
12,8001A8960,,US Dollar
12,8001A8CC0,,US Dollar
12,8001A8EB0,US Dollar,US Dollar
12,8001ADC70,,Euro
12,8001AE8E0,Euro,Euro
12,8001B1280,,Euro
12,8001B1E30,Euro,
12,8001B2E40,,Euro
12,8001B73A0,Euro,Euro
12,8001B8420,,Euro
12,8001B8D60,,Euro
12,8001BA510,Euro,
12,8001BAF20,Euro,Euro
12,8001BC0C0,,Euro
12,8001BC960,,Euro
12,8001BEEE0,,Euro
12,8001C5670,,US Dollar
12,8001C64C0,US Dollar,US Dollar
12,8001C8580,"US Dollar,Euro","US Dollar,Euro"
12,8001CB2E0,,US Dollar
12,8001CB770,,US Dollar
12,8001CB7C0,,US Dollar
12,8001CE6C0,,US Dollar
12,8001CF680,US Dollar,US Dollar
12,8001D3F60,US Dollar,
12,8001D5700,,Euro
12,8001DAB60,,US Dollar
12,8001DB230,,US Dollar
12,8001DBE20,,Euro
12,8001DE750,,Euro
12,8001E0160,,US Dollar
12,8001E27E0,Euro,Euro
12,8001ED5C0,US Dollar,US Dollar
12,8001EE120,US Dollar,US Dollar
12,8001EF2E0,,US Dollar
12,8001F1B20,,US Dollar
12,8001F2380,,US Dollar
12,8001F5E90,,US Dollar
12,8001F60D0,US Dollar,US Dollar
12,8001F7C90,US Dollar,US Dollar
12,8001F9C40,US Dollar,
12,8001FB010,,Euro
12,8001FC080,Euro,
12,8001FCB30,Euro,Euro
12,800202F00,Euro,Euro
12,80020ACD0,,US Dollar
12,800219C20,US Dollar,US Dollar
12,80021A4C0,,US Dollar
12,80021A940,,US Dollar
12,80021B2C0,Euro,Euro
12,80021E4C0,Euro,"US Dollar,Euro"
12,80021FBB0,,US Dollar
12,8002225F0,,US Dollar
12,800229520,,US Dollar
12,80022A0B0,US Dollar,US Dollar
12,80022A3F0,US Dollar,US Dollar
12,80022B750,,US Dollar
12,80022E980,,Euro
12,8002305A0,Euro,
12,800232E40,Euro,Euro
12,80023BB50,,Euro
12,80023C100,Euro,Euro
12,80023D380,Euro,Euro
12,80023E4F0,Euro,Euro
12,80023E6E0,Euro,Euro
12,8002454F0,,Euro
12,800246780,Euro,
12,80024D100,Euro,Euro
12,80024D4F0,,US Dollar
12,80024EBB0,US Dollar,US Dollar
12,80024F0C0,"Euro,US Dollar","US Dollar,Euro"
12,80024F810,US Dollar,US Dollar
12,800253120,US Dollar,
12,80025A740,US Dollar,US Dollar
12,80025BBB0,US Dollar,
12,80025E2A0,Euro,Euro
12,80025E670,,Euro
12,80026C1D0,,Euro
12,80026DD70,Euro,Euro
12,80026ED50,,Euro
12,80026F4F0,Euro,Euro
12,800275260,Euro,
12,800279360,,US Dollar
12,80027D490,,Euro
12,80027F580,,Euro
12,80027FA30,,Euro
12,8002807E0,Euro,Euro
12,800287B40,Euro,Euro
12,800288190,,Euro
12,80028AD20,US Dollar,US Dollar
12,80028D320,US Dollar,US Dollar
12,80028E8C0,Euro,Euro
12,8002924E0,Euro,Euro
12,800295830,,Euro
12,8002964E0,Euro,Euro
12,80029B5D0,,Euro
12,8002A6030,,Euro
12,8002B40D0,Euro,Euro
12,8002B7510,,US Dollar
12,8002B7700,,US Dollar
12,8002BB390,US Dollar,
12,8002C00D0,US Dollar,US Dollar
12,8002C2340,US Dollar,US Dollar
12,8002C3600,Euro,Euro
12,8002C8CC0,US Dollar,US Dollar
12,8002C9600,,US Dollar
12,8002C97F0,US Dollar,US Dollar
12,8002CBD20,Euro,
12,8002CDF90,,US Dollar
12,8002D0C70,Euro,Euro
12,8002DE740,,Euro
12,8002E05E0,,Euro
12,8002E1BF0,Euro,Euro
12,8002E2080,,Euro
12,8002E6730,,Euro
12,8002E6AD0,US Dollar,US Dollar
12,8002E7D80,,Euro
12,8002ECFC0,US Dollar,
12,8002F56E0,Euro,
12,8002F9BB0,,Euro
12,8002FC5B0,US Dollar,US Dollar
12,8002FCDD0,US Dollar,US Dollar
12,800303130,,US Dollar
12,800304860,,US Dollar
12,80030AFC0,US Dollar,
12,80030BD90,,US Dollar
12,80030C7F0,Euro,
12,80030D230,,Euro
12,80030DDB0,,Euro
12,80030DEF0,,Euro
12,800314A00,,Euro
12,800316200,,Euro
12,800317D90,,Euro
12,800318FA0,,Euro
12,80031B410,,Euro
12,80031CF00,Euro,Euro
12,80031D1D0,,Euro
12,800321400,,Euro
12,80032B5F0,,US Dollar
12,8003366C0,US Dollar,
12,80033BF20,US Dollar,US Dollar
12,800340EF0,US Dollar,
12,80034CF10,,US Dollar
12,800354AF0,"Euro,US Dollar","Euro,US Dollar"
12,800356300,,Euro
12,8003573C0,,Euro
12,8003754C0,,Euro
12,80037EB50,,Euro
12,800380C00,Euro,Euro
12,800388920,,US Dollar
12,800394500,US Dollar,US Dollar
12,80039F0B0,,US Dollar
12,8003A1300,Euro,Euro
12,8003ADD00,,US Dollar
12,8003B2BB0,,Euro
12,8003C1220,US Dollar,US Dollar
12,8003C65E0,,US Dollar
12,8003DA180,,US Dollar
12,8003DFF30,,US Dollar
12,8003EC930,,US Dollar
12,8003F03F0,,US Dollar
12,8003F5240,,US Dollar
12,8003F6580,US Dollar,US Dollar
12,8003FB470,,US Dollar
12,8003FF960,US Dollar,US Dollar
12,800406170,US Dollar,
12,8004169A0,,US Dollar
12,80042B020,Euro,Euro
12,80043B820,US Dollar,US Dollar
12,800443850,,US Dollar
12,80044F690,,Euro
12,80044F6E0,Euro,Euro
12,8004510A0,,US Dollar
12,800455A00,,US Dollar
12,8004560C0,,US Dollar
12,800458D00,,US Dollar
12,800462E50,,Euro
12,800465CF0,,US Dollar
12,800466FA0,,US Dollar
12,800473570,US Dollar,
12,80047DC50,US Dollar,
12,80048BB40,,Euro
12,80048CA10,,Euro
12,8004938E0,,US Dollar
12,800499810,,US Dollar
12,8004B08C0,US Dollar,US Dollar
12,8004B1820,US Dollar,US Dollar
12,8004B4170,US Dollar,US Dollar
12,8004B9AE0,US Dollar,US Dollar
12,8004BD7D0,,US Dollar
12,8004BF760,,US Dollar
12,8004CF370,US Dollar,US Dollar
12,8004DAA90,US Dollar,
12,8004E2AB0,,Euro
12,8004E5F70,US Dollar,US Dollar
12,8004E7AF0,,US Dollar
12,8004E9CF0,,US Dollar
12,8004F25A0,,Euro
12,8004FA1A0,,Euro
12,8005058F0,,Euro
12,800506810,,US Dollar
12,800508060,Euro,Euro
12,8005091F0,Euro,
12,80050C280,,Euro
12,80050F970,Euro,Euro
12,800516CA0,,US Dollar
12,800526C30,,Euro
12,800527C70,,Euro
12,80052AE20,Euro,Euro
12,80052F960,US Dollar,US Dollar
12,800530330,US Dollar,
12,800531890,,US Dollar
12,80053AB90,,US Dollar
12,800542F90,US Dollar,US Dollar
12,800545EA0,,US Dollar
12,800552C50,,Euro
12,800554740,,Euro
12,800568E00,,Euro
12,80056ADB0,US Dollar,
12,80056CA90,Euro,Euro
12,80056D080,,Euro
12,800570F70,,US Dollar
12,80057B8E0,,US Dollar
12,80057F9A0,,US Dollar
12,800580AF0,Euro,
12,800585CB0,,Euro
12,800599E30,,US Dollar
12,80059A750,,US Dollar
12,8005A13A0,US Dollar,
12,8005A4080,,Euro
12,8005B1F20,US Dollar,US Dollar
12,8005B4A20,,US Dollar
12,8005BC1D0,,US Dollar
12,8005D5930,Euro,"US Dollar,Euro"
12,8005E3970,Euro,
12,8005E6B20,Euro,Euro
12,8005E86D0,UK Pound,"US Dollar,UK Pound"
12,8005FB8F0,,Euro
12,80060AB10,,Euro
12,80060C470,,Euro
12,80060E900,,US Dollar
12,8006126C0,,US Dollar
12,800616F50,,US Dollar
12,800619E80,,US Dollar
12,8006204D0,US Dollar,
12,800625140,,Euro
12,80062E6B0,Euro,
12,800638ED0,,US Dollar
12,8006414E0,Euro,
12,800642E60,,Euro
12,8006455A0,,US Dollar
12,800647680,,US Dollar
12,80064BBD0,Euro,Euro
12,800650F30,,US Dollar
12,8006583C0,,US Dollar
12,800667C50,,US Dollar
12,800668A80,,US Dollar
12,8006757B0,Euro,Euro
12,800677950,,US Dollar
12,80068A1B0,,US Dollar
12,80068A3F0,,US Dollar
12,80069DF50,Euro,Euro
12,8006A5230,,US Dollar
12,8006B5B50,,US Dollar
12,8006C2AD0,,Euro
12,8006CAEB0,Euro,
12,8006CDF40,,US Dollar
12,8006E20D0,US Dollar,US Dollar
12,8006EF630,US Dollar,US Dollar
12,8006F8AC0,US Dollar,US Dollar
12,8006FDC70,,US Dollar
12,80070EBF0,,Euro
12,80070F720,,Euro
12,800714220,,US Dollar
12,8007203D0,,Euro
12,800720AA0,US Dollar,
12,800730020,,US Dollar
12,80073B850,,US Dollar
12,80075AE00,,US Dollar
12,80076DDE0,US Dollar,US Dollar
12,80076E8B0,,US Dollar
12,80078EEA0,US Dollar,US Dollar
12,80078F7A0,,US Dollar
12,8007B3660,,US Dollar
12,8007D61E0,US Dollar,
12,8007DDDF0,,Euro
12,8007DF5C0,Euro,
12,8007E35A0,,Euro
12,8007E6980,US Dollar,"Euro,US Dollar"
12,8007E7F30,Euro,Euro
12,8007F1360,Euro,Euro
12,8007FB340,Euro,Euro
12,8007FC020,,Euro
12,8008021D0,,US Dollar
12,80080BCB0,US Dollar,US Dollar
12,800830590,,US Dollar
12,80083A390,US Dollar,US Dollar
12,800841A30,US Dollar,US Dollar
12,800842F00,Euro,Euro
12,8008552D0,Euro,Euro
12,800856FC0,,US Dollar
12,800864530,Euro,
12,8008673B0,,Euro
12,800869260,,Euro
12,80086ABE0,Euro,
12,8008735A0,,US Dollar
12,80087C120,,US Dollar
12,800884640,,US Dollar
12,800888340,,US Dollar
12,8008936A0,,US Dollar
12,800898410,,Euro
12,8008A4C20,,US Dollar
12,8008B4550,Euro,Euro
12,8008B4ED0,Euro,Euro
12,8008BE7A0,,US Dollar
12,8008CC780,,US Dollar
12,8009224B0,,Euro
12,8009263A0,Euro,Euro
12,8009267A0,,Euro
12,80092DCC0,,Euro
12,8009312D0,,Euro
12,8009391C0,,US Dollar
12,80093D0A0,,US Dollar
12,8009423F0,,Euro
12,800955930,Euro,Euro
12,80095E760,,Euro
12,800965E20,,Euro
12,80096EF90,,Euro
12,800970780,,Euro
12,80097FAF0,Euro,Euro
12,800982040,,Euro
12,8009846F0,,Euro
12,80098C060,,Euro
12,80098FAA0,,Euro
12,80098FD70,Euro,Euro
12,800990A70,Euro,Euro
12,800997400,Euro,Euro
12,8009A4130,Euro,
12,8009ABF00,,Euro
12,8009B4EC0,,Euro
12,8009BFE50,US Dollar,US Dollar
12,8009C4960,US Dollar,US Dollar
12,8009C5D80,Euro,Euro
12,8009CB800,Euro,
12,8009DCBA0,,Euro
12,8009DCDA0,,Euro
12,8009E91B0,Euro,
12,8009F8E60,,US Dollar
12,800A064A0,Euro,Euro
12,800A13450,Euro,Euro
12,800A14CA0,Euro,Euro
12,800A15C20,,Euro
12,800A170F0,,Euro
12,800A1ADB0,,Euro
12,800A1E420,,Euro
12,800A498A0,US Dollar,US Dollar
12,800A9ECB0,,US Dollar
12,800AA8FF0,Euro,
12,800AAA910,Euro,Euro
12,800AE1E30,,Euro
12,800AEC1A0,,Euro
12,800AF1430,,Euro
12,800B2ADB0,,US Dollar
12,800B55F10,US Dollar,US Dollar
12,800B69040,,Euro
12,800B69830,Euro,Euro
12,800B79300,US Dollar,US Dollar
12,800B7E1E0,Euro,Euro
12,800BA90B0,,Euro
12,800BA92A0,,Euro
12,800BB0640,Euro,Euro
12,800BD1990,,US Dollar
12,800BD3200,,US Dollar
12,800BF7AA0,US Dollar,US Dollar
12,800BFA330,,Euro
12,800C050D0,,Euro
12,800C2E1F0,Euro,
12,800C3ADD0,,Euro
12,800C54920,US Dollar,
12,800C56430,Euro,
12,800C83480,,Euro
12,800C89640,,Euro
12,800C8E6A0,Euro,Euro
12,800C8F9C0,,Euro
12,800CA22A0,Euro,
12,800CAFA40,US Dollar,
12,800CB43F0,US Dollar,US Dollar
12,800CD02C0,,US Dollar
12,800CD4180,,US Dollar
12,800CF24F0,,US Dollar
12,800D5F230,US Dollar,
12,800D61240,,Euro
12,800D6DD70,,US Dollar
12,800D81410,Euro,Euro
12,800D8F8A0,,Euro
12,800D97B10,,US Dollar
12,800DC3D00,US Dollar,US Dollar
12,800DC5CC0,US Dollar,
12,800DE0090,Euro,Euro
12,800DF9D00,,US Dollar
12,800DFB210,,US Dollar
12,800DFD040,,US Dollar
12,800E2D730,,US Dollar
12,800E3C390,Euro,
12,800E42CE0,,Euro
12,800E4DA90,Euro,
12,800E5EB10,Euro,Euro
12,800E63860,,US Dollar
12,800E712D0,Euro,
12,800E8A7F0,US Dollar,
12,800E92A80,,US Dollar
12,800E98F90,,US Dollar
12,800E9EA30,US Dollar,US Dollar
12,800EBE3E0,US Dollar,US Dollar
12,800ED0460,Euro,
12,800EDE720,US Dollar,
12,800EEECD0,US Dollar,US Dollar
12,800EF2420,Euro,
12,800EF5450,US Dollar,US Dollar
12,800EFD6E0,,US Dollar
12,800F205C0,US Dollar,
12,800F26E80,Euro,
12,800F36E30,US Dollar,US Dollar
12,800F40420,US Dollar,US Dollar
12,800F52180,US Dollar,US Dollar
12,800F674E0,,US Dollar
12,800F6EC70,US Dollar,
12,800F6F1C0,US Dollar,US Dollar
12,800F81BB0,,Euro
12,800FA94F0,US Dollar,US Dollar
12,800FABED0,,US Dollar
12,800FB5470,US Dollar,
12,800FB7030,US Dollar,
12,800FBF700,US Dollar,
12,800FBF9E0,,US Dollar
12,800FD0A90,,Euro
12,800FD77D0,,Euro
12,800FDC380,,Euro
12,800FED780,,Euro
12,801018760,,Euro
12,801024500,US Dollar,"Euro,US Dollar"
12,801040750,,Euro
12,80106B210,,US Dollar
12,801076560,Euro,
12,80107DBF0,,Euro
12,8010C7710,,Euro
12,8010C9D20,Euro,Euro
12,8010DBDB0,,US Dollar
12,8010E9610,,US Dollar
12,8010F52B0,Euro,Euro
12,8011018A0,Euro,Euro
12,801105F80,Euro,
12,801107B40,,Euro
12,80110EF30,Euro,
12,801128C10,US Dollar,
12,80113FF20,,Euro
12,8011D16E0,,Euro
12,8011F6A10,Euro,
12,8011F8F90,Euro,
12,8012591E0,US Dollar,
12,80126B2F0,,Euro
12,801284390,,US Dollar
12,8012AFA10,,US Dollar
12,8012B54A0,US Dollar,US Dollar
12,8012DF7E0,,US Dollar
12,80134BF90,Euro,Euro
12,801367000,Euro,Euro
12,8013A8F50,Euro,Euro
12,8013D35C0,,Euro
12,80141ED50,,US Dollar
12,801430680,,US Dollar
12,8014B5E70,Euro,Euro
12,8014BCBD0,,Euro
12,8014C0FD0,,Euro
12,8014DDAE0,,Euro
12,8014E1F00,Euro,
12,8014EA120,Euro,
12,80150EA80,Euro,
12,80151E940,Euro,Euro
12,801530940,US Dollar,
12,801534D20,Euro,
12,801546510,Euro,Euro
12,8015ABA90,Euro,Euro
12,8015D6E80,US Dollar,
12,8015F3210,Euro,Euro
12,801600AF0,Euro,Euro
12,801605920,US Dollar,
12,801608360,US Dollar,"Euro,US Dollar"
12,8016159C0,US Dollar,
12,80161AAC0,"Yuan,US Dollar","US Dollar,Yuan"
12,801636810,,Euro
12,80165F950,,US Dollar
12,801683820,Euro,
12,801689C90,Euro,Euro
12,8016A46C0,US Dollar,US Dollar
12,8016D38C0,US Dollar,
12,8016FDD30,,US Dollar
12,8017001D0,US Dollar,
12,80175DBB0,,US Dollar
12,80175F370,,US Dollar
12,8017D7AF0,US Dollar,US Dollar
12,8017EF790,,US Dollar
12,8017F72A0,Euro,Euro
12,80183F730,Euro,Euro
12,80184A560,US Dollar,
12,8018677A0,Euro,Euro
12,8018680A0,Euro,
12,80187A950,US Dollar,US Dollar
12,80188FF50,,US Dollar
12,8018AA9A0,,Euro
12,8018BC6B0,,Euro
12,8018E3750,Euro,Euro
12,8019094F0,,Euro
12,801913310,,Euro
12,80193D520,,US Dollar
12,8019655F0,,US Dollar
12,801968850,,US Dollar
12,80197AC40,US Dollar,
12,8019FE890,US Dollar,
12,801A4CD30,,US Dollar
12,801AA67C0,Euro,
12,801AB3430,US Dollar,US Dollar
12,801B1A950,Euro,Euro
12,801B1B830,Euro,
12,801B423A0,Euro,Euro
12,801B5BD50,,US Dollar
12,801B8C300,Euro,
12,801BA9130,,Euro
12,801BC1420,,Euro
12,801BDEC10,,US Dollar
12,801BEEE80,,US Dollar
12,801C6F680,Euro,
12,801CB1850,US Dollar,"Euro,US Dollar"
12,801CC1D40,,Euro
12,801D31DB0,Euro,
12,801D37A30,,Euro
12,801D423D0,US Dollar,
12,801D66950,,US Dollar
12,801DA8990,,US Dollar
12,801DDD4C0,Euro,Euro
12,801DF8200,Euro,
12,801E366E0,,Euro
12,801E38B40,,US Dollar
12,801E5BB50,Euro,
12,801E5EAB0,,Euro
12,801E83330,US Dollar,"Euro,US Dollar"
12,801EA2110,,US Dollar
12,801EA5490,US Dollar,US Dollar
12,801EB69B0,US Dollar,US Dollar
12,801EB8770,,Euro
12,801EDDDE0,,Euro
12,801EE9070,Euro,
12,801EEDB10,,US Dollar
12,801F1B560,,Euro
12,801F45BB0,Euro,
12,801F62210,US Dollar,
12,801F95330,Euro,
12,801FF2080,Euro,Euro
12,801FFF090,Euro,
12,802090B80,US Dollar,US Dollar
12,802155F60,Euro,
12,8021B7160,,US Dollar
12,8021CEE80,Euro,
12,802203D30,US Dollar,
12,802212E70,Euro,Euro
12,80221D440,US Dollar,US Dollar
12,80221E3C0,,US Dollar
12,80226C7A0,,US Dollar
12,80229B7F0,,US Dollar
12,8022B3680,Euro,
12,8022C9170,,Euro
12,8022D4910,,US Dollar
12,802307A50,Euro,Euro
12,8023E33D0,,US Dollar
12,8023E7D50,Euro,
12,8023ED8B0,US Dollar,
12,802413E50,,Euro
12,80241B870,US Dollar,
12,802430850,US Dollar,
12,8024471C0,US Dollar,
12,8024BABA0,Euro,Euro
12,8024EF880,US Dollar,US Dollar
12,8025712B0,,US Dollar
12,80257AFC0,Euro,
12,8025DA7E0,Euro,Euro
12,802604770,,Euro
12,802624F20,"US Dollar,Euro","Euro,US Dollar"
12,80262F220,Euro,
12,80263FFA0,US Dollar,US Dollar
12,80265AE00,Euro,Euro
12,8026AE840,US Dollar,
12,8026B3260,US Dollar,
12,8026B9760,,Euro
12,80282F570,,Euro
12,8028377E0,Euro,
12,80286D480,,US Dollar
12,8028A44F0,Euro,
12,80296E150,,Euro
12,8029D4540,Euro,
12,8029E02D0,,Euro
12,802A90500,,Euro
12,802A9EB90,,US Dollar
12,802AA01D0,,US Dollar
12,802ABB2E0,US Dollar,
12,802AE19B0,US Dollar,
12,802AF0E50,,US Dollar
12,802B25500,US Dollar,
12,802B2E670,US Dollar,
12,802B9AA30,,US Dollar
12,802BCA6B0,US Dollar,US Dollar
12,802BE25D0,US Dollar,
12,802C72E80,Euro,
12,802C835F0,,Euro
12,802CFB470,,US Dollar
12,802D3A9F0,Euro,
12,802D4D3D0,,Euro
12,802D55AE0,,Euro
12,802DCD330,Euro,Euro
12,802E73CC0,,US Dollar
12,802E78D40,US Dollar,
12,802EB4B90,US Dollar,
12,802EC7DE0,Euro,
12,802F11F40,Euro,
12,802FA1190,US Dollar,US Dollar
12,80303A510,US Dollar,US Dollar
12,803125E20,Euro,Euro
12,80314BC90,,US Dollar
12,803171F50,,US Dollar
12,803173090,US Dollar,US Dollar
12,80321CE70,US Dollar,
12,803226D50,Euro,
12,803282490,,US Dollar
12,8032F7300,US Dollar,
12,803369940,Euro,Euro
12,80336AD70,,Euro
12,803377BB0,,Euro
12,80339F310,,US Dollar
12,8033A0750,,US Dollar
12,803432770,,US Dollar
12,8034D5580,US Dollar,US Dollar
12,803521A50,,US Dollar
12,80374E350,Swiss Franc,"US Dollar,Swiss Franc"
12,80377B010,Euro,
12,803795AE0,US Dollar,US Dollar
12,8037A6830,Euro,Euro
12,803987670,US Dollar,
12,803A9A7C0,,US Dollar
12,803AD7150,,US Dollar
12,803BF0150,,Euro
12,803CAAB30,,Euro
12,803CB2340,,US Dollar
12,803CF5530,Euro,
12,803D5BCD0,Euro,
12,803E8DC60,Euro,
12,803EAD000,Euro,
12,804018180,,US Dollar
12,80416B9B0,US Dollar,
12,8043813C0,Euro,
12,8043E7810,,US Dollar
12,804498E00,Euro,
12,804559E20,,US Dollar
12,80478D830,,Rupee
12,804796800,,Rupee
12,8047A1C40,,Rupee
12,8047A2510,Rupee,
12,8047A4180,,Rupee
12,8047A4F60,Rupee,
12,8047A76A0,,Rupee
12,8047A8E50,,Rupee
12,8047AF3D0,Rupee,
12,8047B05F0,,Rupee
12,8048124B0,Rupee,Rupee
12,8048146F0,Rupee,
12,804816A50,Rupee,
12,804818930,,Rupee
12,804818E80,Rupee,
12,804819EB0,,Rupee
12,804822B10,Rupee,Rupee
12,804901A10,,Euro
12,80499FBE0,Rupee,Rupee
12,80499FEA0,Euro,"Rupee,Euro"
12,8049A2180,Rupee,Rupee
12,8049A6980,,Rupee
12,8049A7CF0,Rupee,Rupee
12,8049AF6B0,,Rupee
12,8049B1050,,Rupee
12,8049B38C0,,Rupee
12,8049B7B90,Rupee,
12,8049B8020,,Rupee
12,8049BC300,Rupee,Rupee
12,8049BFAE0,,Rupee
12,8049C20E0,Rupee,Rupee
12,8049CA540,Rupee,
12,8049DB5D0,,Rupee
12,8049DCB30,,Rupee
12,8049DDF70,,Rupee
12,8049DE560,,Rupee
12,8049E5470,,Rupee
12,8049E68A0,Rupee,Rupee
12,8049EA590,,Rupee
12,8049F5650,,Rupee
12,8049FCDD0,Rupee,
12,804A01C90,,Rupee
12,804A0FAF0,,Rupee
12,804A1FFA0,,Rupee
12,804A223C0,Rupee,Rupee
12,804A25C90,Rupee,Rupee
12,804A2D0B0,Rupee,Rupee
12,804A34150,Rupee,Rupee
12,804A349A0,Rupee,
12,804A351B0,,Rupee
12,804A39CA0,Rupee,Rupee
12,804A39E40,Rupee,Rupee
12,804A3C9C0,Rupee,Rupee
12,804A3CDA0,,Rupee
12,804A416B0,,Rupee
12,804A43E40,Rupee,
12,804A44730,Rupee,
12,804A477C0,Rupee,
12,804A49D80,,Rupee
12,804A4C1C0,,Rupee
12,804A4C7B0,,Rupee
12,804A4D7B0,,Rupee
12,804A54E90,Rupee,Rupee
12,804A55580,US Dollar,
12,804A58710,,Euro
12,804A6B960,,Euro
12,804A85E60,Rupee,Rupee
12,804A87E60,Rupee,Rupee
12,804A88140,,Rupee
12,804A8CBC0,,Rupee
12,804A8F310,,Rupee
12,804A8F360,Rupee,
12,804A9F610,,Rupee
12,804A9F800,Rupee,Rupee
12,804AA1440,Rupee,Rupee
12,804AA1E40,,Rupee
12,804AA2920,Rupee,
12,804AA5180,,Rupee
12,804AA9960,Rupee,Rupee
12,804AAD150,Rupee,Rupee
12,804AAD650,,Rupee
12,804AAFE80,Rupee,
12,804AB7780,Rupee,
12,804AB8F60,Rupee,
12,804AC2970,Rupee,Rupee
12,804AC92B0,Rupee,
12,804AE0B60,,Rupee
12,804AEA650,Rupee,
12,804B17110,,Rupee
12,804B1B320,Rupee,Rupee
12,804B1BF70,,Rupee
12,804B26600,,Rupee
12,804B27B70,,Rupee
12,804B28D20,,Rupee
12,804B2A160,,Rupee
12,804B2A250,Rupee,
12,804B2C550,Rupee,Rupee
12,804B36B50,Rupee,
12,804B3C480,,Rupee
12,804B45C20,Rupee,Rupee
12,804B63000,,Rupee
12,804B7E0B0,,Rupee
12,804B7F510,Rupee,
12,804B88900,Rupee,
12,804B88DD0,Rupee,
12,804B9AE30,Rupee,
12,804B9BBC0,,Rupee
12,804BA07A0,,Rupee
12,804BA1670,,Rupee
12,804BB8400,Rupee,
12,804BC01B0,,Rupee
12,804BC0CE0,Rupee,
12,804BC4670,Rupee,
12,804BD70D0,Rupee,
12,804BE5B50,,Rupee
12,804BE7990,Rupee,
12,804C03030,Rupee,Rupee
12,804C039B0,,Rupee
12,804C06130,Rupee,
12,804C079D0,Rupee,Rupee
12,804C08820,,Rupee
12,804C09CD0,,Rupee
12,804C0A570,Rupee,Rupee
12,804C1EC70,,Rupee
12,804C21370,,Rupee
12,804C21C30,,Rupee
12,804C25520,,Rupee
12,804C40DA0,Rupee,Rupee
12,804C415B0,,Rupee
12,804C58F10,Rupee,
12,804C5BC80,Rupee,
12,804C61EF0,,Rupee
12,804C64420,Rupee,
12,804C67CF0,Rupee,
