Bank,Account,Receiving_currency,Payment_currency
1362,80024DFC0,US Dollar,US Dollar
1362,80024FAA0,US Dollar,US Dollar
1362,800251DA0,US Dollar,
1362,800256180,,US Dollar
1362,8002589A0,US Dollar,US Dollar
1362,80025B690,US Dollar,US Dollar
1362,80025B860,US Dollar,US Dollar
1362,800261150,,US Dollar
1362,800262A10,US Dollar,US Dollar
1362,800266160,"US Dollar,Rupee","US Dollar,Rupee"
1362,800267B50,,US Dollar
1362,80026ADF0,,US Dollar
1362,80028AAE0,US Dollar,
1362,80028BEA0,US Dollar,
1362,80028CB40,US Dollar,US Dollar
1362,80028F230,US Dollar,
1362,8002B89B0,US Dollar,US Dollar
1362,8002BBA80,,US Dollar
1362,8002BCA10,Brazil Real,"US Dollar,Brazil Real"
1362,8002C4C60,,US Dollar
1362,8002C6620,,US Dollar
1362,8002CE270,US Dollar,
1362,8002D6440,,US Dollar
1362,8002DFB50,US Dollar,US Dollar
1362,800303320,,US Dollar
1362,800304EA0,US Dollar,
1362,800306200,,US Dollar
1362,800306AA0,US Dollar,US Dollar
1362,800307690,,US Dollar
1362,80030A080,,US Dollar
1362,80030A870,,US Dollar
1362,800320270,US Dollar,US Dollar
1362,8003238C0,,US Dollar
1362,8003278E0,US Dollar,US Dollar
1362,800328AE0,US Dollar,US Dollar
1362,800335010,,US Dollar
1362,800337730,,US Dollar
1362,800338250,,US Dollar
1362,800345B50,US Dollar,US Dollar
1362,80034C6F0,,US Dollar
1362,80034D670,US Dollar,
1362,80034DCA0,US Dollar,
1362,800388BF0,,US Dollar
1362,80038C660,US Dollar,US Dollar
1362,80038D390,US Dollar,
1362,800393020,,US Dollar
1362,80039D420,US Dollar,US Dollar
1362,8003A2680,,US Dollar
1362,8003A56A0,US Dollar,US Dollar
1362,8003AF480,Rupee,"US Dollar,Rupee"
1362,8003BECC0,,US Dollar
1362,8003C22B0,,US Dollar
1362,8003D3C10,US Dollar,US Dollar
1362,8003D80B0,,US Dollar
1362,8003E2B00,,US Dollar
1362,8003F78C0,,US Dollar
1362,8003F9080,,US Dollar
1362,800410C30,,US Dollar
1362,800419480,US Dollar,US Dollar
1362,80041E150,US Dollar,
1362,800425BD0,,US Dollar
1362,800426EF0,,US Dollar
1362,800431800,,US Dollar
1362,800432B10,,US Dollar
1362,800433380,,US Dollar
1362,800451AB0,US Dollar,US Dollar
1362,80045B100,US Dollar,
1362,80045DF20,US Dollar,US Dollar
1362,80046D850,,US Dollar
1362,800477940,,US Dollar
1362,800480FF0,US Dollar,US Dollar
1362,8004875E0,,US Dollar
1362,80048A780,US Dollar,US Dollar
1362,800493750,US Dollar,US Dollar
1362,8004A3FA0,,US Dollar
1362,8004CA3C0,US Dollar,
1362,8004DF800,US Dollar,
1362,800531620,,US Dollar
1362,800546090,US Dollar,US Dollar
1362,800546B80,,US Dollar
1362,800546BD0,,US Dollar
1362,80056AB60,US Dollar,US Dollar
1362,80056D750,,US Dollar
1362,80056DCD0,US Dollar,
1362,800575550,,US Dollar
1362,8005834F0,US Dollar,US Dollar
1362,800593260,US Dollar,US Dollar
1362,800597E90,,US Dollar
1362,8005A21E0,US Dollar,
1362,8005A7AA0,,US Dollar
1362,8005BA810,,US Dollar
1362,8005CC690,,US Dollar
1362,8005DBC30,US Dollar,
1362,8005F6B00,US Dollar,US Dollar
1362,8005FE140,US Dollar,US Dollar
1362,800621A50,US Dollar,
1362,800621F40,,US Dollar
1362,80062CC90,,US Dollar
1362,800656AB0,,US Dollar
1362,800663C10,US Dollar,
1362,80066D000,US Dollar,
1362,800684800,US Dollar,US Dollar
1362,800685560,,US Dollar
1362,800696660,US Dollar,US Dollar
1362,8006BA750,US Dollar,US Dollar
1362,8006BBB50,US Dollar,US Dollar
1362,8006C9D30,US Dollar,US Dollar
1362,8006D7970,,US Dollar
1362,8006ECD80,US Dollar,US Dollar
1362,800700060,US Dollar,US Dollar
1362,80071A540,US Dollar,US Dollar
1362,800734630,US Dollar,
1362,800738950,,US Dollar
1362,80075BC80,US Dollar,US Dollar
1362,80075DF40,,US Dollar
1362,80075E1E0,,US Dollar
1362,8007603F0,,US Dollar
1362,80076DF70,US Dollar,
1362,80077BBD0,US Dollar,
1362,8007869B0,,US Dollar
1362,80078DB00,US Dollar,US Dollar
1362,8007A8DB0,UK Pound,"US Dollar,UK Pound"
1362,8007A93F0,,US Dollar
1362,8007A9CD0,US Dollar,US Dollar
1362,8007ACE10,US Dollar,
1362,8007D5520,US Dollar,
1362,8008030D0,US Dollar,US Dollar
1362,800807BC0,US Dollar,US Dollar
1362,80081D8B0,US Dollar,
1362,8008226A0,,US Dollar
1362,80083DB40,,US Dollar
1362,800847EC0,US Dollar,US Dollar
1362,8008611E0,,US Dollar
1362,80088DCB0,,US Dollar
1362,800890510,US Dollar,
1362,80089C9B0,US Dollar,
1362,80089D390,,US Dollar
1362,80089E640,US Dollar,
1362,8008B3330,,US Dollar
1362,8009022A0,US Dollar,US Dollar
1362,800948490,US Dollar,US Dollar
1362,800969F30,,US Dollar
1362,800994F60,,US Dollar
1362,8009B6F10,,US Dollar
1362,8009BD900,US Dollar,US Dollar
1362,800A503A0,US Dollar,
1362,800A56880,,US Dollar
1362,800A5AD80,,US Dollar
1362,800A6ABF0,,US Dollar
1362,800A73EF0,US Dollar,
1362,800ABF960,US Dollar,
1362,800AFDD50,,US Dollar
1362,800B235E0,US Dollar,US Dollar
1362,800B25370,US Dollar,
1362,800B45070,US Dollar,
1362,800B80A10,US Dollar,US Dollar
1362,800B8EC50,Bitcoin,
1362,800B8EC51,,"US Dollar,Bitcoin"
1362,800BB46E0,,US Dollar
1362,800BB6560,US Dollar,
1362,800BDA5A0,US Dollar,
1362,800C0B710,,US Dollar
1362,800C1F340,US Dollar,US Dollar
1362,800C55E00,US Dollar,
1362,800C7E850,,US Dollar
1362,800C88FE0,,US Dollar
1362,800CB9F30,US Dollar,US Dollar
1362,800CBAB10,US Dollar,
1362,800CCDC80,,US Dollar
1362,800CEA850,US Dollar,US Dollar
1362,800D0D6C0,US Dollar,US Dollar
1362,800D1FD30,,US Dollar
1362,800D35590,US Dollar,
1362,800DAFAF0,,US Dollar
1362,800DB24F0,,US Dollar
1362,800DEBBA0,US Dollar,
1362,800E512B0,,US Dollar
1362,800E61330,US Dollar,
1362,800E86C80,US Dollar,US Dollar
1362,800E9AA40,US Dollar,US Dollar
1362,800E9F8D0,,US Dollar
1362,800EAF8F0,US Dollar,
1362,800EC3110,US Dollar,
1362,800F297D0,US Dollar,US Dollar
1362,800F2B530,US Dollar,US Dollar
1362,800F43E10,,US Dollar
1362,800F751C0,US Dollar,US Dollar
1362,800FB1340,US Dollar,
1362,800FB3940,US Dollar,
1362,800FB5B40,,US Dollar
1362,800FFA290,US Dollar,US Dollar
1362,80100D270,US Dollar,US Dollar
1362,80109F830,,US Dollar
1362,8010B8750,"US Dollar,Australian Dollar","US Dollar,Australian Dollar"
1362,8010D7100,,US Dollar
1362,8010D9850,,US Dollar
1362,801159A50,,US Dollar
1362,80116FF30,,US Dollar
1362,8011994F0,,US Dollar
1362,8011A9540,,US Dollar
1362,8011E8740,,US Dollar
1362,801206520,US Dollar,US Dollar
1362,801206570,,US Dollar
1362,8012432B0,US Dollar,
1362,80125B8D0,US Dollar,US Dollar
1362,8012D38A0,US Dollar,
1362,8012DB1E0,,US Dollar
1362,8013016F0,US Dollar,US Dollar
1362,801314930,,US Dollar
1362,80131D260,,US Dollar
1362,8013797C0,,US Dollar
1362,8013CFCD0,US Dollar,US Dollar
1362,8013D7400,,US Dollar
1362,801468430,US Dollar,
1362,801496870,US Dollar,US Dollar
1362,8014EF970,US Dollar,
1362,80152BD10,US Dollar,US Dollar
1362,8015322B0,,US Dollar
1362,80154EA80,,US Dollar
1362,8015F4000,,US Dollar
1362,801619BC0,,US Dollar
1362,801619F30,,US Dollar
1362,801668CE0,US Dollar,
1362,801673220,,US Dollar
1362,801676340,,US Dollar
1362,8016D7610,,US Dollar
1362,801731C70,US Dollar,US Dollar
1362,801772C90,US Dollar,US Dollar
1362,8017A3170,US Dollar,
1362,8017A6F50,US Dollar,US Dollar
1362,8017A6F51,,Bitcoin
1362,8017F04E0,,US Dollar
1362,80192EC10,,US Dollar
1362,80192FEF0,US Dollar,
1362,801986020,US Dollar,
1362,8019A9EF0,,US Dollar
1362,8019FB070,US Dollar,
1362,801A06E20,,US Dollar
1362,801A3B820,US Dollar,
1362,801A66970,US Dollar,US Dollar
1362,801A8BE90,US Dollar,US Dollar
1362,801AD2D50,US Dollar,US Dollar
1362,801B22240,,US Dollar
1362,801B74710,,US Dollar
1362,801B75120,,US Dollar
1362,801B75E20,US Dollar,US Dollar
1362,801DA0D90,Euro,"US Dollar,Euro"
1362,801DB5F50,US Dollar,
1362,801E38D60,US Dollar,
1362,801E523D0,,US Dollar
1362,801E7A1C0,US Dollar,US Dollar
1362,801F74B40,,US Dollar
1362,801FA7E60,,US Dollar
1362,802089E00,,US Dollar
1362,80221D630,US Dollar,
1362,80222FE80,,US Dollar
1362,802237B70,US Dollar,
1362,802238830,US Dollar,
1362,80225DB40,,US Dollar
1362,8022BB680,US Dollar,US Dollar
1362,8022D0F40,US Dollar,
1362,8023957C0,,US Dollar
1362,8023CBD20,US Dollar,US Dollar
1362,802447C40,US Dollar,US Dollar
1362,8024A1AC0,,US Dollar
1362,8025161F0,,US Dollar
1362,802546410,,US Dollar
1362,8025564C0,,US Dollar
1362,8025B0610,"Euro,US Dollar","US Dollar,Euro"
1362,8025B1BB0,US Dollar,
1362,802632C20,US Dollar,
1362,8026894B0,,US Dollar
1362,802783AA0,US Dollar,
1362,80286B180,Shekel,"US Dollar,Shekel"
1362,8028DDA40,US Dollar,US Dollar
1362,802934190,,US Dollar
1362,802A4D2A0,US Dollar,
1362,802AA7EB0,,US Dollar
1362,802C613E0,US Dollar,US Dollar
1362,802CA9C60,,US Dollar
1362,802E23180,,US Dollar
1362,802E5DE30,US Dollar,
1362,802E6AED0,,US Dollar
1362,80311F720,,US Dollar
1362,803132C20,US Dollar,
1362,8032DA720,,US Dollar
1362,80333D730,US Dollar,US Dollar
1362,8033EE730,US Dollar,US Dollar
1362,8033F14E0,,US Dollar
1362,80348F1A0,US Dollar,
1362,80349CAF0,,US Dollar
1362,8034E4F70,US Dollar,
1362,80353D050,US Dollar,
1362,8037099E0,US Dollar,US Dollar
1362,803796BB0,,US Dollar
1362,80379FFA0,,US Dollar
1362,8038CA570,US Dollar,
1362,803ADD200,US Dollar,
1362,803C806D0,US Dollar,
1362,803E9AC10,US Dollar,
1362,803F05450,,US Dollar
1362,80400E7F0,,US Dollar
1362,804187020,,US Dollar
1362,8041D0A70,US Dollar,
1362,8041DE6F0,,US Dollar
1362,80426E840,,US Dollar
1362,8043B4240,US Dollar,
1362,8045892C0,US Dollar,
1362,8045CA960,US Dollar,
1362,8045CA961,Bitcoin,
1362,804602630,US Dollar,
1362,804717140,US Dollar,
1362,804753950,US Dollar,US Dollar
1362,804E89CC0,US Dollar,
1362,805106CA0,US Dollar,US Dollar
1362,8051EFE10,,US Dollar
1362,8051FD300,US Dollar,
1362,8053F1110,US Dollar,
1362,8054C1710,US Dollar,
1362,8057CBDE0,US Dollar,
1362,8059DDB60,US Dollar,
1362,805ADB980,US Dollar,
1362,8060A28C0,US Dollar,
1362,806243890,US Dollar,
1362,806329C20,US Dollar,
1362,8063E3310,,US Dollar
1362,80640CB70,US Dollar,US Dollar
1362,80641D2F0,,US Dollar
1362,8066A68E0,US Dollar,
1362,806748540,US Dollar,
1362,806857FA0,,US Dollar
1362,806A86C50,,US Dollar
1362,806AE3D10,US Dollar,
1362,806AE92F0,US Dollar,
1362,806C6D7C0,,US Dollar
1362,806D85950,,US Dollar
1362,8070CEFD0,,US Dollar
1362,80718CD40,US Dollar,
1362,807601280,,US Dollar
1362,8076FFC30,US Dollar,
1362,807760EE0,,US Dollar
1362,8079C9D20,,US Dollar
1362,807CB8080,US Dollar,
1362,807D8C7A0,,US Dollar
1362,8081FC580,US Dollar,
1362,80857ED90,US Dollar,
1362,8088E5F80,US Dollar,US Dollar
1362,808997360,,US Dollar
1362,808AEC130,US Dollar,
1362,808E79BB0,,US Dollar
1362,808EB1B00,,US Dollar
1362,8091462B0,US Dollar,
1362,80935F3F0,US Dollar,
1362,809628D50,US Dollar,
1362,8099429A0,US Dollar,US Dollar
1362,809A3AC70,US Dollar,
1362,809AF6B90,US Dollar,
1362,809F195F0,US Dollar,
1362,809FAEB80,US Dollar,
1362,809FF8460,US Dollar,
1362,80A02C2F0,,US Dollar
1362,80A368A30,,US Dollar
1362,80A3B5EF0,UK Pound,"US Dollar,UK Pound"
1362,80A79EDB0,US Dollar,
1362,80A85E9C0,US Dollar,
1362,80A8FCC80,US Dollar,
1362,80AB1AE50,US Dollar,
1362,80ACA4770,US Dollar,
1362,80ACBA900,US Dollar,US Dollar
1362,80AEDA9A0,US Dollar,US Dollar
1362,80B44B990,US Dollar,
1362,80B59AF00,US Dollar,
1362,80B62CF00,,US Dollar
1362,80B80A4E0,US Dollar,
1362,80B8C5470,US Dollar,
1362,80BB3DC50,US Dollar,
1362,80BDA9E10,,US Dollar
1362,80BE2B2C0,US Dollar,
1362,80C109710,US Dollar,
1362,80C546D30,,US Dollar
1362,80C6FA500,US Dollar,US Dollar
1362,80C84F100,US Dollar,
1362,80CBAF840,US Dollar,
1362,80D0BCDA0,,US Dollar
1362,80D2D5980,US Dollar,
1362,80D3BA4C0,US Dollar,
1362,80D43C080,US Dollar,US Dollar
1362,80DB5D140,,US Dollar
1362,80DE6B9F0,US Dollar,
1362,80E0949B0,,US Dollar
1362,80E9713A0,US Dollar,
1362,80ED9C240,,US Dollar
1362,8100AAA80,US Dollar,
1362,8104939E0,US Dollar,
1362,810B08360,US Dollar,
1362,810D7B190,,US Dollar
1362,8114E42F0,US Dollar,
1362,8116AFED0,US Dollar,
1362,811C76340,US Dollar,
1362,81230AFB0,US Dollar,
1362,812EAF920,US Dollar,
1362,813503050,,US Dollar
1362,81368CFB0,US Dollar,
1362,8143C94D0,US Dollar,
1411,80073D040,,US Dollar
1411,8008916A0,US Dollar,US Dollar
1411,80089E1F0,US Dollar,
1411,8008A15E0,,US Dollar
1411,8008A7520,US Dollar,US Dollar
1411,8008BE300,,US Dollar
1411,8008BE3A0,US Dollar,US Dollar
1411,8008C3010,US Dollar,US Dollar
1411,8008C3011,,Bitcoin
1411,8008CF190,US Dollar,US Dollar
1411,800909030,,US Dollar
1411,80091B2A0,US Dollar,US Dollar
1411,800953BB0,US Dollar,
1411,80096A4E0,,US Dollar
1411,8009953B0,,US Dollar
1411,8009AA550,,US Dollar
1411,800A4B610,US Dollar,
1411,800A52890,US Dollar,
1411,800A58A10,,US Dollar
1411,800A6A5A0,US Dollar,
1411,800A70310,US Dollar,
1411,800A71270,US Dollar,
1411,800A9CFC0,Euro,"US Dollar,Euro"
1411,800AC6D40,,US Dollar
1411,800AC9E20,,US Dollar
1411,800AF4B70,US Dollar,US Dollar
1411,800AFCB40,,US Dollar
1411,800B12990,,US Dollar
1411,800B6D210,,US Dollar
1411,800B73190,,US Dollar
1411,800B77840,US Dollar,
1411,800B7D3B0,US Dollar,US Dollar
1411,800B83810,,US Dollar
1411,800B8C1E0,US Dollar,US Dollar
1411,800BB9C30,US Dollar,US Dollar
1411,800BE2D90,US Dollar,US Dollar
1411,800BFED10,,US Dollar
1411,800C19DC0,,US Dollar
1411,800C33790,,US Dollar
1411,800C39750,US Dollar,
1411,800C52AC0,US Dollar,US Dollar
1411,800C81020,US Dollar,US Dollar
1411,800C9CC10,US Dollar,
1411,800CB8200,,US Dollar
1411,800CC5050,US Dollar,US Dollar
1411,800CC6090,US Dollar,
1411,800CCB540,US Dollar,
1411,800CEA5C0,,US Dollar
1411,800CF2540,US Dollar,
1411,800CF8320,US Dollar,US Dollar
1411,800D07EA0,,US Dollar
1411,800D26240,US Dollar,US Dollar
1411,800D26830,,US Dollar
1411,800D2AF20,,US Dollar
1411,800D36EF0,US Dollar,
1411,800D9B930,,US Dollar
1411,800DBAD10,,US Dollar
1411,800DCD150,,US Dollar
1411,800DCD690,US Dollar,
1411,800DD0950,US Dollar,US Dollar
1411,800DE0A20,US Dollar,
1411,800DFF3C0,,US Dollar
1411,800E30680,,US Dollar
1411,800E71AE0,US Dollar,US Dollar
1411,800E976D0,,US Dollar
1411,800E98750,,US Dollar
1411,800E9A650,,US Dollar
1411,800EA2C40,,US Dollar
1411,800EEA050,US Dollar,
1411,800EF9AC0,US Dollar,
1411,800F32280,US Dollar,
1411,800F467E0,US Dollar,US Dollar
1411,800F46C80,US Dollar,
1411,800F66550,,US Dollar
1411,800FA1420,US Dollar,US Dollar
1411,800FAC9F0,,US Dollar
1411,800FCCBB0,US Dollar,
1411,80100A2C0,,US Dollar
1411,8010F0820,,US Dollar
1411,801119390,US Dollar,
1411,801123740,,US Dollar
1411,801125530,US Dollar,US Dollar
1411,8011277F0,US Dollar,
1411,801137EC0,,US Dollar
1411,801158200,,US Dollar
1411,8011682B0,US Dollar,US Dollar
1411,801193660,US Dollar,
1411,8011BAEC0,US Dollar,
1411,801244940,US Dollar,
1411,80127A980,US Dollar,
1411,801286F30,US Dollar,
1411,801288700,,US Dollar
1411,8012920F0,US Dollar,
1411,8012AD270,,US Dollar
1411,8012B82F0,US Dollar,
1411,8012BBC00,US Dollar,US Dollar
1411,8012CAB00,US Dollar,
1411,801346A80,,US Dollar
1411,801365E80,US Dollar,US Dollar
1411,801382BB0,"Australian Dollar,US Dollar","US Dollar,Australian Dollar"
1411,8013A4570,US Dollar,US Dollar
1411,8013D6FE0,US Dollar,
1411,801413AF0,US Dollar,
1411,8014468B0,US Dollar,
1411,80147FFD0,,US Dollar
1411,801539D00,US Dollar,
1411,801563C60,Brazil Real,"US Dollar,Brazil Real"
1411,8015D5A40,,US Dollar
1411,801622480,US Dollar,
1411,80165D8C0,US Dollar,US Dollar
1411,801679610,US Dollar,
1411,8016BB4C0,,US Dollar
1411,80170D770,,US Dollar
1411,801759C40,"Euro,US Dollar","US Dollar,Euro"
1411,801770840,US Dollar,
1411,80179C4C0,,US Dollar
1411,8017A5B30,,US Dollar
1411,801802670,,US Dollar
1411,801804990,,US Dollar
1411,8018784D0,,US Dollar
1411,801918B80,US Dollar,US Dollar
1411,801935560,,US Dollar
1411,801958700,,US Dollar
1411,80196F3B0,,US Dollar
1411,801A441D0,,US Dollar
1411,801A762F0,,US Dollar
1411,801AC82A0,US Dollar,
1411,801AC9330,,US Dollar
1411,801B4DA40,,US Dollar
1411,801C0E4B0,US Dollar,
1411,801CB5AE0,,US Dollar
1411,801DBA150,US Dollar,US Dollar
1411,801E2D730,US Dollar,
1411,801E95490,US Dollar,US Dollar
1411,801F76E80,,US Dollar
1411,801F7CFA0,,US Dollar
1411,8021D0580,,US Dollar
1411,8021D48F0,US Dollar,
1411,8021FFEC0,,US Dollar
1411,80227E700,,US Dollar
1411,802299010,US Dollar,
1411,8022BC050,,US Dollar
1411,8022CD350,US Dollar,
1411,802317C70,,US Dollar
1411,802371D80,,US Dollar
1411,8023C5760,,US Dollar
1411,8023EDEC0,US Dollar,
1411,802400970,US Dollar,
1411,802455300,US Dollar,
1411,80245A860,,US Dollar
1411,802464DD0,,US Dollar
1411,80248AF40,US Dollar,
1411,802495CC0,US Dollar,US Dollar
1411,8024DB0C0,,US Dollar
1411,802684D90,,US Dollar
1411,8026B0430,US Dollar,US Dollar
1411,80273FE90,,US Dollar
1411,80277BFD0,,US Dollar
1411,8027C42A0,,US Dollar
1411,80283D4B0,US Dollar,
1411,802856940,"Mexican Peso,US Dollar","US Dollar,Mexican Peso"
1411,802914100,,US Dollar
1411,802AA60B0,,US Dollar
1411,802B15610,US Dollar,
1411,802C41480,US Dollar,US Dollar
1411,802DABCA0,,US Dollar
1411,802DDEFD0,,US Dollar
1411,802E89070,,US Dollar
1411,802EB6420,US Dollar,
1411,80310C140,US Dollar,
1411,803205360,US Dollar,US Dollar
1411,80321EFB0,US Dollar,US Dollar
1411,8032B4A70,US Dollar,US Dollar
1411,80333DB20,,US Dollar
1411,80348A220,US Dollar,
1411,8034A2700,US Dollar,
1411,8034F5770,US Dollar,US Dollar
1411,803531460,,US Dollar
1411,80353ACE0,US Dollar,
1411,8035EC9A0,US Dollar,
1411,8035F0020,US Dollar,
1411,8037915E0,US Dollar,
1411,8037AD080,US Dollar,
1411,8039BD590,US Dollar,
1411,803A8FF70,US Dollar,US Dollar
1411,803B98550,US Dollar,
1411,803BC3250,US Dollar,
1411,803F044C0,US Dollar,US Dollar
1411,80407A190,US Dollar,
1411,8042B9760,US Dollar,US Dollar
1411,8045D1600,,US Dollar
1411,8045DBCE0,US Dollar,
1411,804850A90,US Dollar,
1411,80490AFC0,US Dollar,
1411,80491CDF0,,US Dollar
1411,804D33220,US Dollar,
1411,804EB18D0,US Dollar,
1411,804EC8080,,US Dollar
1411,804F1E890,,US Dollar
1411,80511DA90,,US Dollar
1411,8051859F0,,US Dollar
1411,805323430,,US Dollar
1411,8053BA870,US Dollar,US Dollar
1411,80554F700,,US Dollar
1411,8055B44F0,US Dollar,
1411,8055B51A0,US Dollar,
1411,8059AE1B0,US Dollar,US Dollar
1411,805A00460,,US Dollar
1411,805A3D050,,US Dollar
1411,805A7BE00,US Dollar,
1411,805BA9A00,US Dollar,
1411,805BDC700,,US Dollar
1411,805E895B0,US Dollar,
1411,80603D330,,US Dollar
1411,80620A580,US Dollar,
1411,80623B140,US Dollar,
1411,8063BBA90,US Dollar,
1411,8064B6C80,US Dollar,
1411,80667FB00,US Dollar,
1411,8067054D0,,US Dollar
1411,806856A40,,US Dollar
1411,806B91660,US Dollar,
1411,806C75280,US Dollar,
1411,806CFBAB0,,US Dollar
1411,806E11E40,,US Dollar
1411,806E8A6D0,US Dollar,
1411,8070271E0,US Dollar,US Dollar
1411,8070FA090,,US Dollar
1411,807198B00,US Dollar,
1411,807216A00,,US Dollar
1411,80722E590,US Dollar,
1411,807259FF0,,US Dollar
1411,8073470A0,US Dollar,
1411,807468180,US Dollar,US Dollar
1411,80780A9D0,,US Dollar
1411,807AE86F0,,US Dollar
1411,807CAE3E0,,US Dollar
1411,807CB1AB0,US Dollar,US Dollar
1411,807D9A980,US Dollar,
1411,808220170,US Dollar,
1411,80834BFD0,US Dollar,
1411,808694510,US Dollar,
1411,808694511,Bitcoin,
1411,8086C2450,,US Dollar
1411,808986C60,US Dollar,
1411,808AD9E90,US Dollar,
1411,808D10510,US Dollar,
1411,808D5BC90,US Dollar,
1411,808EB4C10,,US Dollar
1411,809659270,US Dollar,US Dollar
1411,8097C1580,US Dollar,
1411,809B15410,US Dollar,US Dollar
1411,809C6B660,,US Dollar
1411,809DD1F30,US Dollar,
1411,809F0F6E0,US Dollar,
1411,80A414D90,,US Dollar
1411,80ACCD470,Euro,"US Dollar,Euro"
1411,80AE79940,US Dollar,
1411,80B0AB3F0,,US Dollar
1411,80B32B7C0,US Dollar,US Dollar
1411,80B453510,US Dollar,
1411,80BDBA5F0,,US Dollar
1411,80C27D700,US Dollar,
1411,80C334520,,US Dollar
1411,80C336CE0,US Dollar,
1411,80C35BFB0,,US Dollar
1411,80C484FE0,US Dollar,
1411,80C7CA2B0,US Dollar,
1411,80C9C8080,,US Dollar
1411,80D04BC40,US Dollar,US Dollar
1411,80D09D3B0,US Dollar,
1411,80D143520,,US Dollar
1411,80D1435C0,US Dollar,
1411,80D3A1F90,US Dollar,
1411,80D6E13E0,US Dollar,
1411,80D8AD4E0,US Dollar,
1411,80D9C3CB0,,US Dollar
1411,80DBD4330,US Dollar,
1411,80DF7EDB0,,US Dollar
1411,80DFACD60,US Dollar,
1411,80E054E60,US Dollar,
1411,80E097080,,US Dollar
1411,80F0FD9E0,US Dollar,
1411,80FA11370,,US Dollar
1411,8104722C0,US Dollar,
1411,8104B37B0,US Dollar,
1411,8105C7880,US Dollar,
1411,811341970,US Dollar,
1411,8116B2D60,US Dollar,
1411,8116C5CA0,,US Dollar
1411,8117210C0,US Dollar,
1411,8137C6130,US Dollar,
1411,814009ED0,US Dollar,
1411,81491ACF0,US Dollar,
1412,80089BD90,US Dollar,US Dollar
1412,8008A1DD0,US Dollar,US Dollar
1412,8008BBE50,US Dollar,US Dollar
1412,8008CBE80,,US Dollar
1412,8008F5010,,US Dollar
1412,8008F5060,US Dollar,
1412,800906E60,,US Dollar
1412,800909A40,US Dollar,
1412,800946730,,US Dollar
1412,800948EB0,,US Dollar
1412,8009516F0,US Dollar,US Dollar
1412,800952BA0,US Dollar,US Dollar
1412,800958F00,,US Dollar
1412,8009650B0,US Dollar,
1412,80097A990,,US Dollar
1412,800A4E3E0,,US Dollar
1412,800A4FAA0,US Dollar,
1412,800A56540,US Dollar,
1412,800A68280,US Dollar,
1412,800A78930,,US Dollar
1412,800ACF620,,US Dollar
1412,800B433D0,,US Dollar
1412,800B52200,,US Dollar
1412,800B83340,,US Dollar
1412,800BCB590,,US Dollar
1412,800BEDBB0,US Dollar,US Dollar
1412,800C13D40,,US Dollar
1412,800C1D0E0,US Dollar,
1412,800C28960,,US Dollar
1412,800C2F700,,US Dollar
1412,800C346A0,Euro,"US Dollar,Euro"
1412,800C3D7B0,,US Dollar
1412,800C3E8D0,,US Dollar
1412,800C46990,,US Dollar
1412,800C4F5D0,,US Dollar
1412,800C4FB60,US Dollar,US Dollar
1412,800C53060,US Dollar,US Dollar
1412,800C88BF0,US Dollar,
1412,800CB3FD0,US Dollar,
1412,800CC33E0,,US Dollar
1412,800CC5700,US Dollar,
1412,800CD6050,,US Dollar
1412,800CD6CA0,,US Dollar
1412,800CE1880,,US Dollar
1412,800CE2690,,US Dollar
1412,800CFB250,Yuan,"US Dollar,Yuan"
1412,800CFC540,,US Dollar
1412,800D1D440,US Dollar,
1412,800D4A540,,US Dollar
1412,800D5F190,,US Dollar
1412,800D66360,US Dollar,
1412,800D6E7E0,,US Dollar
1412,800DCC6B0,,US Dollar
1412,800DD6C30,,US Dollar
1412,800DE2770,US Dollar,US Dollar
1412,800DE5840,US Dollar,US Dollar
1412,800DEFE00,US Dollar,
1412,800DF0760,,US Dollar
1412,800E14330,,US Dollar
1412,800E86060,US Dollar,US Dollar
1412,800E9DFF0,US Dollar,
1412,800EAE140,,US Dollar
1412,800EBD200,,US Dollar
1412,800EE7B80,,US Dollar
1412,800F48C60,,US Dollar
1412,800F4CE70,US Dollar,
1412,800F7CC80,US Dollar,
1412,800F9A1F0,,US Dollar
1412,800FA10D0,,US Dollar
1412,801009AF0,US Dollar,US Dollar
1412,8010AAF90,US Dollar,US Dollar
1412,8010BD0E0,US Dollar,
1412,8010D92E0,"US Dollar,Euro","US Dollar,Euro"
1412,80116AFF0,US Dollar,US Dollar
1412,801176140,,US Dollar
1412,8011857D0,US Dollar,
1412,80118A1F0,US Dollar,
1412,801193EE0,"Yuan,US Dollar","US Dollar,Yuan"
1412,80119A810,US Dollar,
1412,8011A5990,,US Dollar
1412,8011B79A0,,US Dollar
1412,8011E5DB0,US Dollar,US Dollar
1412,80124D420,"US Dollar,Shekel","US Dollar,Shekel"
1412,801253F70,,US Dollar
1412,801292E50,US Dollar,
1412,8012C44C0,US Dollar,US Dollar
1412,8012F6CC0,US Dollar,US Dollar
1412,80130C5E0,US Dollar,US Dollar
1412,8013238E0,,US Dollar
1412,80133D230,,US Dollar
1412,80136D530,US Dollar,US Dollar
1412,8013CA050,US Dollar,US Dollar
1412,8013E2AD0,,US Dollar
1412,8013E9700,US Dollar,
1412,8014149C0,US Dollar,
1412,801434090,US Dollar,US Dollar
1412,801440AF0,US Dollar,
1412,801454630,,US Dollar
1412,80146D840,,US Dollar
1412,801559FE0,US Dollar,US Dollar
